method,group_theta,theta,true_score,score,error
RB-NoPrior,Tinggi,0.3080505395041023,60.48426508887425,58.92857142857142,-1.555693660302829
CAT-EAP,Rendah,-0.3916485674217911,45.850554564670894,42.048495690827444,-3.8020588738434498
CAT-MLE,Rendah,-0.3916485674217911,45.850554564670894,40.49146124273923,-5.359093321931667
RB-Prior,Rendah,-0.3916485674217911,45.850554564670894,50.53944706675659,4.688892502085693
RB-NoPrior,Rendah,-0.3916485674217911,45.850554564670894,49.7697484945094,3.9191939298385066
CAT-EAP,Sedang,0.26912694124510733,59.68764147532638,58.77952606400293,-0.9081154113234504
CAT-MLE,Sedang,0.26912694124510733,59.68764147532638,58.962941384830195,-0.7247000904961851
RB-Prior,Sedang,0.26912694124510733,59.68764147532638,60.383286207979886,0.6956447326535056
RB-NoPrior,Sedang,0.26912694124510733,59.68764147532638,55.32597078731743,-4.3616706880089495
CAT-EAP,Rendah,-0.3431922754974105,46.86885570583756,35.8402815450445,-11.028574160793063
CAT-MLE,Rendah,-0.3431922754974105,46.86885570583756,51.896769677791376,5.027913971953815
RB-Prior,Rendah,-0.3431922754974105,46.86885570583756,54.210028382213814,7.341172676376253
RB-NoPrior,Rendah,-0.3431922754974105,46.86885570583756,58.858858858858866,11.990003153021306
CAT-EAP,Tinggi,0.6215718898560508,66.731082348395,60.756983336531135,-5.974099011863871
CAT-MLE,Tinggi,0.6215718898560508,66.731082348395,65.47099600059236,-1.2600863478026412
RB-Prior,Tinggi,0.6215718898560508,66.731082348395,64.59450930893026,-2.13657303946475
RB-NoPrior,Tinggi,0.6215718898560508,66.731082348395,62.747979426892,-3.9831029215030043
CAT-EAP,Rendah,-0.36961033604363397,46.31343574138352,50.01251338299443,3.6990776416109057
CAT-MLE,Rendah,-0.36961033604363397,46.31343574138352,38.327747771497954,-7.985687969885568
RB-Prior,Rendah,-0.36961033604363397,46.31343574138352,51.15500502176098,4.841569280377456
RB-NoPrior,Rendah,-0.36961033604363397,46.31343574138352,51.15749525616698,4.84405951478346
CAT-EAP,Tinggi,0.37710039390218647,61.88753172618946,57.94487539308714,-3.9426563331023203
CAT-MLE,Tinggi,0.37710039390218647,61.88753172618946,67.12874250404293,5.241210777853475
RB-Prior,Tinggi,0.37710039390218647,61.88753172618946,53.97567820392891,-7.91185352226055
RB-NoPrior,Tinggi,0.37710039390218647,61.88753172618946,63.507462686567145,1.6199309603776868
CAT-EAP,Sedang,-0.029262813684978354,53.48133025143693,58.79780666574875,5.316476414311822
CAT-MLE,Sedang,-0.029262813684978354,53.48133025143693,52.41020848865343,-1.0711217627834984
RB-Prior,Sedang,-0.029262813684978354,53.48133025143693,55.19747235387046,1.7161421024335297
RB-NoPrior,Sedang,-0.029262813684978354,53.48133025143693,39.24287856071965,-14.238451690717277
CAT-EAP,Sangat Tinggi,1.1260502507721681,75.86495013149236,77.91517507017906,2.0502249386866964
CAT-MLE,Sangat Tinggi,1.1260502507721681,75.86495013149236,67.99911246202488,-7.865837669467481
RB-Prior,Sangat Tinggi,1.1260502507721681,75.86495013149236,66.17942103754656,-9.685529093945803
RB-NoPrior,Sangat Tinggi,1.1260502507721681,75.86495013149236,76.96590118302018,1.1009510515278151
CAT-EAP,Sedang,-0.05139372358848624,53.01619129076228,51.93694626447056,-1.0792450262917157
CAT-MLE,Sedang,-0.05139372358848624,53.01619129076228,48.32010964001762,-4.696081650744659
RB-Prior,Sedang,-0.05139372358848624,53.01619129076228,55.364372469635605,2.3481811788733253
RB-NoPrior,Sedang,-0.05139372358848624,53.01619129076228,52.846364883401925,-0.16982640736035393
CAT-EAP,Sangat Rendah,-1.7730324682068814,20.00857089566832,19.82309768824238,-0.18547320742593953
CAT-MLE,Sangat Rendah,-1.7730324682068814,20.00857089566832,23.552776765027602,3.5442058693592813
RB-Prior,Sangat Rendah,-1.7730324682068814,20.00857089566832,47.68812330009067,27.679552404422353
RB-NoPrior,Sangat Rendah,-1.7730324682068814,20.00857089566832,31.74335162515828,11.734780729489959
CAT-EAP,Sangat Tinggi,1.2619215007139917,78.07187919789266,74.53748101981078,-3.5343981780818723
CAT-MLE,Sangat Tinggi,1.2619215007139917,78.07187919789266,73.12982425443366,-4.942054943458999
RB-Prior,Sangat Tinggi,1.2619215007139917,78.07187919789266,58.36008170411439,-19.711797493778263
RB-NoPrior,Sangat Tinggi,1.2619215007139917,78.07187919789266,66.38167938931299,-11.690199808579663
CAT-EAP,Sangat Rendah,-0.9057323008626189,35.30486235239081,44.42329642635274,9.118434073961929
CAT-MLE,Sangat Rendah,-0.9057323008626189,35.30486235239081,40.95398617398999,5.649123821599176
RB-Prior,Sangat Rendah,-0.9057323008626189,35.30486235239081,51.87210769877999,16.56724534638918
RB-NoPrior,Sangat Rendah,-0.9057323008626189,35.30486235239081,50.5110062893082,15.206143936917385
CAT-EAP,Rendah,-0.6537663386488198,40.396960010466174,42.02844276202892,1.6314827515627428
CAT-MLE,Rendah,-0.6537663386488198,40.396960010466174,40.902394753306794,0.5054347428406203
RB-Prior,Rendah,-0.6537663386488198,40.396960010466174,51.98958720714018,11.592627196674009
RB-NoPrior,Rendah,-0.6537663386488198,40.396960010466174,48.3622350674374,7.96527505697123
CAT-EAP,Rendah,-0.5956612940434921,41.595321037390995,43.92797184356134,2.332650806170342
CAT-MLE,Rendah,-0.5956612940434921,41.595321037390995,54.23846279096378,12.643141753572785
RB-Prior,Rendah,-0.5956612940434921,41.595321037390995,48.62681744749596,7.031496410104964
RB-NoPrior,Rendah,-0.5956612940434921,41.595321037390995,48.14233385661955,6.547012819228556
CAT-EAP,Sangat Tinggi,1.3744380931708173,79.80612874931066,87.96022975077449,8.154101001463829
CAT-MLE,Sangat Tinggi,1.3744380931708173,79.80612874931066,75.5109662155538,-4.295162533756866
RB-Prior,Sangat Tinggi,1.3744380931708173,79.80612874931066,65.13317191283294,-14.672956836477724
RB-NoPrior,Sangat Tinggi,1.3744380931708173,79.80612874931066,87.09677419354837,7.290645444237711
CAT-EAP,Sangat Rendah,-2.1356742139786955,15.059662360129197,18.927946401771283,3.8682840416420863
CAT-MLE,Sangat Rendah,-2.1356742139786955,15.059662360129197,13.676720289299332,-1.3829420708298645
RB-Prior,Sangat Rendah,-2.1356742139786955,15.059662360129197,36.837881219903686,21.77821885977449
RB-NoPrior,Sangat Rendah,-2.1356742139786955,15.059662360129197,33.39824732229794,18.338584962168746
CAT-EAP,Sangat Tinggi,3.1377485336599937,95.74244911105481,90.9688596180002,-4.773589493054615
CAT-MLE,Sangat Tinggi,3.1377485336599937,95.74244911105481,96.31716669177418,0.5747175807193656
RB-Prior,Sangat Tinggi,3.1377485336599937,95.74244911105481,88.77481177275838,-6.967637338296427
RB-NoPrior,Sangat Tinggi,3.1377485336599937,95.74244911105481,100.0,4.25755088894519
CAT-EAP,Sangat Tinggi,1.0560568090660518,74.68221427834413,70.00009334579084,-4.682120932553289
CAT-MLE,Sangat Tinggi,1.0560568090660518,74.68221427834413,79.48635477118374,4.804140492839608
RB-Prior,Sangat Tinggi,1.0560568090660518,74.68221427834413,58.587052911616915,-16.09516136672722
RB-NoPrior,Sangat Tinggi,1.0560568090660518,74.68221427834413,82.20396988364134,7.521755605297201
CAT-EAP,Sedang,0.22323891412915967,58.743803909488875,52.351618184772974,-6.392185724715901
CAT-MLE,Sedang,0.22323891412915967,58.743803909488875,67.09569746156052,8.351893552071644
RB-Prior,Sedang,0.22323891412915967,58.743803909488875,57.66103814884304,-1.0827657606458345
RB-NoPrior,Sedang,0.22323891412915967,58.743803909488875,77.06740792216817,18.323604012679297
CAT-EAP,Sedang,-0.05489400061628639,52.94258753690332,55.82666809616992,2.8840805592666
CAT-MLE,Sedang,-0.05489400061628639,52.94258753690332,54.80597817620411,1.863390639300789
RB-Prior,Sedang,-0.05489400061628639,52.94258753690332,52.927478376580176,-0.015109160323142135
RB-NoPrior,Sedang,-0.05489400061628639,52.94258753690332,53.77716453949639,0.8345770025930719
CAT-EAP,Tinggi,0.28555407485765694,60.024308458866884,48.31196163429948,-11.712346824567405
CAT-MLE,Tinggi,0.28555407485765694,60.024308458866884,57.22154556522347,-2.8027628936434112
RB-Prior,Tinggi,0.28555407485765694,60.024308458866884,58.00756620428751,-2.016742254579377
RB-NoPrior,Tinggi,0.28555407485765694,60.024308458866884,77.49307479224377,17.46876633337689
CAT-EAP,Tinggi,0.5211224283793383,64.76704610866277,66.27003485290653,1.5029887442437655
CAT-MLE,Tinggi,0.5211224283793383,64.76704610866277,61.66508917019701,-3.1019569384657615
RB-Prior,Tinggi,0.5211224283793383,64.76704610866277,51.61186331399098,-13.155182794671788
RB-NoPrior,Tinggi,0.5211224283793383,64.76704610866277,81.35818908122505,16.59114297256228
CAT-EAP,Tinggi,0.645215585950057,67.18743826402297,54.8513185500779,-12.336119713945074
CAT-MLE,Tinggi,0.645215585950057,67.18743826402297,72.88450620154724,5.697067937524267
RB-Prior,Tinggi,0.645215585950057,67.18743826402297,53.11728395061729,-14.07015431340568
RB-NoPrior,Tinggi,0.645215585950057,67.18743826402297,84.25034387895461,17.062905614931637
CAT-EAP,Tinggi,0.5556044660034485,65.44569333982179,73.8930726640955,8.447379324273712
CAT-MLE,Tinggi,0.5556044660034485,65.44569333982179,59.0436470430597,-6.402046296762087
RB-Prior,Tinggi,0.5556044660034485,65.44569333982179,48.21540388227928,-17.230289457542504
RB-NoPrior,Tinggi,0.5556044660034485,65.44569333982179,66.57283603096411,1.1271426911423248
CAT-EAP,Sedang,0.08958068125524882,55.97029441973127,66.28661512009647,10.316320700365203
CAT-MLE,Sedang,0.08958068125524882,55.97029441973127,54.46443060182025,-1.5058638179110204
RB-Prior,Sedang,0.08958068125524882,55.97029441973127,52.50205086136179,-3.4682435583694797
RB-NoPrior,Sedang,0.08958068125524882,55.97029441973127,63.4128166915052,7.442522271773932
CAT-EAP,Sedang,-0.1973384203073261,49.941852882896434,45.5035158613743,-4.438337021522138
CAT-MLE,Sedang,-0.1973384203073261,49.941852882896434,52.90709731321689,2.9652444303204533
RB-Prior,Sedang,-0.1973384203073261,49.941852882896434,50.977701543739286,1.035848660842852
RB-NoPrior,Sedang,-0.1973384203073261,49.941852882896434,54.504504504504496,4.562651621608062
CAT-EAP,Sedang,-0.1512732836535117,50.9130382968347,48.396747330915126,-2.5162909659195734
CAT-MLE,Sedang,-0.1512732836535117,50.9130382968347,42.962135079493926,-7.950903217340773
RB-Prior,Sedang,-0.1512732836535117,50.9130382968347,45.94059405940595,-4.972444237428746
RB-NoPrior,Sedang,-0.1512732836535117,50.9130382968347,67.6056338028169,16.692595505982197
CAT-EAP,Sedang,-0.194908280352681,49.99309305396277,57.03765898977201,7.044565935809246
CAT-MLE,Sedang,-0.194908280352681,49.99309305396277,52.187091077469546,2.1939980235067793
RB-Prior,Sedang,-0.194908280352681,49.99309305396277,48.938906752411576,-1.0541863015511908
RB-NoPrior,Sedang,-0.194908280352681,49.99309305396277,53.477804963299555,3.484711909336788
CAT-EAP,Sangat Tinggi,1.1337700968670645,75.9935316064219,75.32521526440958,-0.6683163420123179
CAT-MLE,Sangat Tinggi,1.1337700968670645,75.9935316064219,78.19422257373438,2.2006909673124824
RB-Prior,Sangat Tinggi,1.1337700968670645,75.9935316064219,58.77906976744186,-17.214461838980036
RB-NoPrior,Sangat Tinggi,1.1337700968670645,75.9935316064219,87.12871287128714,11.135181264865238
CAT-EAP,Tinggi,0.5935567222808619,66.18733786565552,62.789444769699706,-3.3978930959558156
CAT-MLE,Tinggi,0.5935567222808619,66.18733786565552,66.51168834293794,0.3243504772824224
RB-Prior,Tinggi,0.5935567222808619,66.18733786565552,56.71776375112715,-9.46957411452837
RB-NoPrior,Tinggi,0.5935567222808619,66.18733786565552,53.32385353714895,-12.863484328506573
CAT-EAP,Sangat Rendah,-2.9403886346642802,7.429403700485496,14.715820366672752,7.286416666187256
CAT-MLE,Sangat Rendah,-2.9403886346642802,7.429403700485496,6.251933682814776,-1.1774700176707205
RB-Prior,Sangat Rendah,-2.9403886346642802,7.429403700485496,26.32850241545894,18.89909871497344
RB-NoPrior,Sangat Rendah,-2.9403886346642802,7.429403700485496,26.511627906976738,19.08222420649124
CAT-EAP,Tinggi,0.655900776529761,67.39289517280615,62.85548763956944,-4.53740753323671
CAT-MLE,Tinggi,0.655900776529761,67.39289517280615,63.99078838504896,-3.402106787757191
RB-Prior,Tinggi,0.655900776529761,67.39289517280615,60.87346694585702,-6.519428226949131
RB-NoPrior,Tinggi,0.655900776529761,67.39289517280615,64.21785940468651,-3.175035768119642
CAT-EAP,Sedang,0.19473619471877485,58.15520753103779,60.488996911290215,2.3337893802524263
CAT-MLE,Sedang,0.19473619471877485,58.15520753103779,54.50465276763179,-3.6505547634059994
RB-Prior,Sedang,0.19473619471877485,58.15520753103779,53.32258064516129,-4.8326268858765005
RB-NoPrior,Sedang,0.19473619471877485,58.15520753103779,54.621555633065924,-3.5336518979718647
CAT-EAP,Sedang,-0.018708756445897416,53.703001217464156,57.65443247470379,3.9514312572396335
CAT-MLE,Sedang,-0.018708756445897416,53.703001217464156,44.07566752758724,-9.627333689876913
RB-Prior,Sedang,-0.018708756445897416,53.703001217464156,48.76480541455161,-4.938195802912546
RB-NoPrior,Sedang,-0.018708756445897416,53.703001217464156,46.64461247637048,-7.0583887410936725
CAT-EAP,Rendah,-0.38851845308888583,45.91627049457841,51.141501727525316,5.2252312329469035
CAT-MLE,Rendah,-0.38851845308888583,45.91627049457841,39.68448637578915,-6.231784118789264
RB-Prior,Rendah,-0.38851845308888583,45.91627049457841,47.40667327386853,1.4904027792901147
RB-NoPrior,Rendah,-0.38851845308888583,45.91627049457841,54.68417317246276,8.76790267788435
CAT-EAP,Sangat Tinggi,1.1241127199860135,75.83261973257973,82.70188809839911,6.86926836581938
CAT-MLE,Sangat Tinggi,1.1241127199860135,75.83261973257973,73.96825090888956,-1.864368823690171
RB-Prior,Sangat Tinggi,1.1241127199860135,75.83261973257973,56.011012542061785,-19.821607190517945
RB-NoPrior,Sangat Tinggi,1.1241127199860135,75.83261973257973,82.54847645429362,6.715856721713891
CAT-EAP,Sangat Tinggi,0.9475264621228578,72.79016104691338,72.78163049163126,-0.0085305552821211
CAT-MLE,Sangat Tinggi,0.9475264621228578,72.79016104691338,72.14891137454632,-0.6412496723670671
RB-Prior,Sangat Tinggi,0.9475264621228578,72.79016104691338,66.19318181818184,-6.596979228731541
RB-NoPrior,Sangat Tinggi,0.9475264621228578,72.79016104691338,77.2256728778468,4.435511830933422
CAT-EAP,Rendah,-0.7728776678236091,37.966198297306484,62.50997405325639,24.54377575594991
CAT-MLE,Rendah,-0.7728776678236091,37.966198297306484,51.536168508029725,13.569970210723241
RB-Prior,Rendah,-0.7728776678236091,37.966198297306484,51.22850122850125,13.262302931194768
RB-NoPrior,Rendah,-0.7728776678236091,37.966198297306484,43.546576879910226,5.580378582603743
CAT-EAP,Tinggi,0.4070522871245351,62.49193482530168,64.09047998723561,1.5985451619339273
CAT-MLE,Tinggi,0.4070522871245351,62.49193482530168,64.78853009293401,2.296595267632327
RB-Prior,Tinggi,0.4070522871245351,62.49193482530168,51.10188438198658,-11.390050443315104
RB-NoPrior,Tinggi,0.4070522871245351,62.49193482530168,49.24956369982546,-13.242371125476225
CAT-EAP,Sangat Rendah,-0.971656734541286,34.00737956212792,32.04109874904463,-1.9662808130832943
CAT-MLE,Sangat Rendah,-0.971656734541286,34.00737956212792,39.17338199216013,5.166002430032208
RB-Prior,Sangat Rendah,-0.971656734541286,34.00737956212792,49.770561242499106,15.763181680371183
RB-NoPrior,Sangat Rendah,-0.971656734541286,34.00737956212792,45.76271186440677,11.755332302278845
CAT-EAP,Sangat Rendah,-1.3796181647889305,26.416127927203824,31.93582225719525,5.519694329991427
CAT-MLE,Sangat Rendah,-1.3796181647889305,26.416127927203824,23.807700004062234,-2.6084279231415906
RB-Prior,Sangat Rendah,-1.3796181647889305,26.416127927203824,45.854222907828756,19.438094980624932
RB-NoPrior,Sangat Rendah,-1.3796181647889305,26.416127927203824,47.20410065237649,20.787972725172665
CAT-EAP,Rendah,-0.6267172245899651,40.95390210778932,40.85261912819993,-0.10128297958938504
CAT-MLE,Rendah,-0.6267172245899651,40.95390210778932,38.12265082545085,-2.831251282338471
RB-Prior,Rendah,-0.6267172245899651,40.95390210778932,43.03882195448462,2.0849198466953
RB-NoPrior,Rendah,-0.6267172245899651,40.95390210778932,54.3859649122807,13.43206280449138
CAT-EAP,Sangat Tinggi,0.8623934723827588,71.2593402190918,70.084050853626,-1.175289365465801
CAT-MLE,Sangat Tinggi,0.8623934723827588,71.2593402190918,68.81462605173813,-2.4447141673536663
RB-Prior,Sangat Tinggi,0.8623934723827588,71.2593402190918,54.32135432135434,-16.937985897737455
RB-NoPrior,Sangat Tinggi,0.8623934723827588,71.2593402190918,82.54847645429362,11.289136235201823
CAT-EAP,Sangat Tinggi,0.9531250453760867,72.88942944975634,70.52086136396302,-2.3685680857933136
CAT-MLE,Sangat Tinggi,0.9531250453760867,72.88942944975634,74.44397919855736,1.5545497488010227
RB-Prior,Sangat Tinggi,0.9531250453760867,72.88942944975634,58.89996977938955,-13.989459670366784
RB-NoPrior,Sangat Tinggi,0.9531250453760867,72.88942944975634,87.0967741935484,14.207344743792063
CAT-EAP,Tinggi,0.513085420097293,64.60823186060335,67.208382431858,2.6001505712546447
CAT-MLE,Tinggi,0.513085420097293,64.60823186060335,72.7756796565887,8.167447795985339
RB-Prior,Tinggi,0.513085420097293,64.60823186060335,55.90925722649104,-8.69897463411231
RB-NoPrior,Tinggi,0.513085420097293,64.60823186060335,64.82997481108313,0.2217429504797792
CAT-EAP,Tinggi,0.7250957868479971,68.711153902653,75.45737401106014,6.746220108407144
CAT-MLE,Tinggi,0.7250957868479971,68.711153902653,65.27959237456882,-3.431561528084174
RB-Prior,Tinggi,0.7250957868479971,68.711153902653,61.16642958748222,-7.544724315170775
RB-NoPrior,Tinggi,0.7250957868479971,68.711153902653,65.88407923697726,-2.827074665675738
CAT-EAP,Tinggi,0.5161782871149584,64.66937603770448,67.29439400285663,2.6250179651521535
CAT-MLE,Tinggi,0.5161782871149584,64.66937603770448,62.0208207985643,-2.6485552391401797
RB-Prior,Tinggi,0.5161782871149584,64.66937603770448,54.68277945619338,-9.986596581511101
RB-NoPrior,Tinggi,0.5161782871149584,64.66937603770448,59.08936459395176,-5.580011443752724
CAT-EAP,Rendah,-0.6414815952229522,40.6496973955001,50.20359941799938,9.55390202249928
CAT-MLE,Rendah,-0.6414815952229522,40.6496973955001,49.08324137630629,8.433543980806192
RB-Prior,Rendah,-0.6414815952229522,40.6496973955001,48.938287989382886,8.288590593882788
RB-NoPrior,Rendah,-0.6414815952229522,40.6496973955001,45.71110285926478,5.061405463764679
CAT-EAP,Tinggi,0.43192254467394064,62.99167844946509,61.98219582159143,-1.009482627873659
CAT-MLE,Tinggi,0.43192254467394064,62.99167844946509,54.9344849241559,-8.057193525309188
RB-Prior,Tinggi,0.43192254467394064,62.99167844946509,57.068702290076324,-5.922976159388767
RB-NoPrior,Tinggi,0.43192254467394064,62.99167844946509,67.7045619116582,4.712883462193112
CAT-EAP,Tinggi,0.8004095252276823,70.12057488723656,67.5880038676447,-2.532571019591856
CAT-MLE,Tinggi,0.8004095252276823,70.12057488723656,74.02789761534461,3.9073227281080563
RB-Prior,Tinggi,0.8004095252276823,70.12057488723656,56.0160841323848,-14.10449075485176
RB-NoPrior,Tinggi,0.8004095252276823,70.12057488723656,63.8994668697639,-6.221108017472659
CAT-EAP,Tinggi,0.7542913298135743,69.26076439077468,74.5271144776389,5.266350086864222
CAT-MLE,Tinggi,0.7542913298135743,69.26076439077468,77.01124213034342,7.750477739568737
RB-Prior,Tinggi,0.7542913298135743,69.26076439077468,63.579136690647466,-5.6816277001272155
RB-NoPrior,Tinggi,0.7542913298135743,69.26076439077468,78.71740662438337,9.45664223360869
CAT-EAP,Sangat Tinggi,1.188913371474643,76.90095110849113,68.4079927636874,-8.492958344803725
CAT-MLE,Sangat Tinggi,1.188913371474643,76.90095110849113,83.80794022176207,6.906989113270939
RB-Prior,Sangat Tinggi,1.188913371474643,76.90095110849113,61.30322949414118,-15.59772161434995
RB-NoPrior,Sangat Tinggi,1.188913371474643,76.90095110849113,63.42694856421586,-13.474002544275265
CAT-EAP,Tinggi,0.7083038472010638,68.39323630367805,73.7200465177257,5.326810214047654
CAT-MLE,Tinggi,0.7083038472010638,68.39323630367805,67.20187513105247,-1.1913611726255766
RB-Prior,Tinggi,0.7083038472010638,68.39323630367805,64.2401392111369,-4.153097092541145
RB-NoPrior,Tinggi,0.7083038472010638,68.39323630367805,61.31595677050225,-7.077279533175805
CAT-EAP,Tinggi,0.3514482075415829,61.36777505419816,68.09021808268643,6.7224430284882715
CAT-MLE,Tinggi,0.3514482075415829,61.36777505419816,42.15549671568725,-19.212278338510913
RB-Prior,Tinggi,0.3514482075415829,61.36777505419816,57.07302169263673,-4.294753361561433
RB-NoPrior,Tinggi,0.3514482075415829,61.36777505419816,51.43251639627201,-9.935258657926155
CAT-EAP,Sangat Tinggi,1.0701502383164274,74.92278502347786,74.33871772499178,-0.584067298486076
CAT-MLE,Sangat Tinggi,1.0701502383164274,74.92278502347786,74.95794742343918,0.03516239996132242
RB-Prior,Sangat Tinggi,1.0701502383164274,74.92278502347786,58.29887773183699,-16.62390729164087
RB-NoPrior,Sangat Tinggi,1.0701502383164274,74.92278502347786,71.6053108026554,-3.3174742208224615
CAT-EAP,Sedang,-0.026521259249060063,53.53892196314367,55.00142458780538,1.4625026246617097
CAT-MLE,Sedang,-0.026521259249060063,53.53892196314367,52.53072093518374,-1.0082010279599345
RB-Prior,Sedang,-0.026521259249060063,53.53892196314367,54.028732042473465,0.4898100793297928
RB-NoPrior,Sedang,-0.026521259249060063,53.53892196314367,50.642857142857146,-2.896064820286526
CAT-EAP,Sangat Rendah,-0.8818746512277178,35.77839050190225,34.342668640541326,-1.4357218613609248
CAT-MLE,Sangat Rendah,-0.8818746512277178,35.77839050190225,23.3928171280852,-12.385573373817053
RB-Prior,Sangat Rendah,-0.8818746512277178,35.77839050190225,43.838862559241726,8.060472057339474
RB-NoPrior,Sangat Rendah,-0.8818746512277178,35.77839050190225,53.61488904795992,17.83649854605767
CAT-EAP,Sedang,-0.16306696394376388,50.664426927991876,54.88590785283218,4.221480924840307
CAT-MLE,Sedang,-0.16306696394376388,50.664426927991876,47.57433208626486,-3.0900948417270158
RB-Prior,Sedang,-0.16306696394376388,50.664426927991876,54.88326208484052,4.218835156848641
RB-NoPrior,Sedang,-0.16306696394376388,50.664426927991876,51.22644863135443,0.5620217033625536
CAT-EAP,Rendah,-0.7449026448064491,38.53365231187081,43.659394606412235,5.125742294541425
CAT-MLE,Rendah,-0.7449026448064491,38.53365231187081,47.51314265451095,8.97949034264014
RB-Prior,Rendah,-0.7449026448064491,38.53365231187081,50.59171597633138,12.058063664460569
RB-NoPrior,Rendah,-0.7449026448064491,38.53365231187081,44.43535188216038,5.901699570289573
CAT-EAP,Rendah,-0.6751782749743815,39.95729565530334,37.15423576747367,-2.8030598878296686
CAT-MLE,Rendah,-0.6751782749743815,39.95729565530334,49.572681694326285,9.615386039022944
RB-Prior,Rendah,-0.6751782749743815,39.95729565530334,52.195776064364715,12.238480409061374
RB-NoPrior,Rendah,-0.6751782749743815,39.95729565530334,44.19317746262938,4.235881807326038
CAT-EAP,Sedang,-0.14451867071551783,51.0554098835352,46.92983645763566,-4.125573425899539
CAT-MLE,Sedang,-0.14451867071551783,51.0554098835352,60.67114365344336,9.61573376990816
RB-Prior,Sedang,-0.14451867071551783,51.0554098835352,43.0366492146597,-8.018760668875501
RB-NoPrior,Sedang,-0.14451867071551783,51.0554098835352,56.75381263616559,5.698402752630393
CAT-EAP,Rendah,-0.7924199209999613,37.57116362281228,49.97053141451895,12.399367791706673
CAT-MLE,Rendah,-0.7924199209999613,37.57116362281228,51.510316267406594,13.939152644594316
RB-Prior,Rendah,-0.7924199209999613,37.57116362281228,46.192893401015226,8.621729778202948
RB-NoPrior,Rendah,-0.7924199209999613,37.57116362281228,56.35738831615117,18.786224693338895
CAT-EAP,Rendah,-0.3079615296390403,47.610326887604074,44.35068651585673,-3.259640371747345
CAT-MLE,Rendah,-0.3079615296390403,47.610326887604074,46.53795627371207,-1.072370613892005
RB-Prior,Rendah,-0.3079615296390403,47.610326887604074,48.48596750369277,0.8756406160886954
RB-NoPrior,Rendah,-0.3079615296390403,47.610326887604074,53.62213323625773,6.011806348653657
CAT-EAP,Sangat Rendah,-1.8936146669537857,18.256468609973943,21.29561289295358,3.0391442829796382
CAT-MLE,Sangat Rendah,-1.8936146669537857,18.256468609973943,22.497038878240136,4.240570268266193
RB-Prior,Sangat Rendah,-1.8936146669537857,18.256468609973943,36.193745232646805,17.93727662267286
RB-NoPrior,Sangat Rendah,-1.8936146669537857,18.256468609973943,36.903225806451594,18.64675719647765
CAT-EAP,Sedang,0.21329370737293857,58.538625405417235,62.96174986946834,4.4231244640511065
CAT-MLE,Sedang,0.21329370737293857,58.538625405417235,64.29407400080844,5.755448595391201
RB-Prior,Sedang,0.21329370737293857,58.538625405417235,52.19284603421462,-6.345779371202617
RB-NoPrior,Sedang,0.21329370737293857,58.538625405417235,52.47793618465717,-6.060689220760068
CAT-EAP,Sedang,0.0012054753622242368,54.12097618253784,61.09416500057302,6.973188818035183
CAT-MLE,Sedang,0.0012054753622242368,54.12097618253784,51.42794826558982,-2.6930279169480187
RB-Prior,Sedang,0.0012054753622242368,54.12097618253784,46.268184693232136,-7.852791489305702
RB-NoPrior,Sedang,0.0012054753622242368,54.12097618253784,63.415468856947285,9.294492674409447
CAT-EAP,Rendah,-0.8170886310681906,37.07417362065676,35.651473616136144,-1.422700004520614
CAT-MLE,Rendah,-0.8170886310681906,37.07417362065676,49.0225714397083,11.948397819051543
RB-Prior,Rendah,-0.8170886310681906,37.07417362065676,46.85039370078742,9.776220080130663
RB-NoPrior,Rendah,-0.8170886310681906,37.07417362065676,47.03614457831325,9.96197095765649
CAT-EAP,Tinggi,0.6592456684324051,67.45710994674991,72.71805910596457,5.260949159214661
CAT-MLE,Tinggi,0.6592456684324051,67.45710994674991,66.49576296875259,-0.9613469779973229
RB-Prior,Tinggi,0.6592456684324051,67.45710994674991,64.4082332761578,-3.048876670592108
RB-NoPrior,Tinggi,0.6592456684324051,67.45710994674991,77.24089635854342,9.783786411793514
CAT-EAP,Sangat Tinggi,0.9375701376265584,72.61318995746889,76.65130329234258,4.038113334873685
CAT-MLE,Sangat Tinggi,0.9375701376265584,72.61318995746889,71.89620043766544,-0.7169895198034482
RB-Prior,Sangat Tinggi,0.9375701376265584,72.61318995746889,56.85688676426651,-15.756303193202378
RB-NoPrior,Sangat Tinggi,0.9375701376265584,72.61318995746889,71.57748436414178,-1.0357055933271084
CAT-EAP,Sangat Rendah,-1.6075598643689741,22.5794481880411,17.639874722781816,-4.939573465259283
CAT-MLE,Sangat Rendah,-1.6075598643689741,22.5794481880411,23.513086885853227,0.9336386978121283
RB-Prior,Sangat Rendah,-1.6075598643689741,22.5794481880411,42.06684594698424,19.48739775894314
RB-NoPrior,Sangat Rendah,-1.6075598643689741,22.5794481880411,41.49821640903686,18.91876822099576
CAT-EAP,Rendah,-0.7627247785662142,38.171881023843135,39.2232920995846,1.0514110757414628
CAT-MLE,Rendah,-0.7627247785662142,38.171881023843135,43.2589260580585,5.087045034215365
RB-Prior,Rendah,-0.7627247785662142,38.171881023843135,44.72290857747973,6.551027553636594
RB-NoPrior,Rendah,-0.7627247785662142,38.171881023843135,57.15372907153728,18.981848047694143
CAT-EAP,Rendah,-0.7691423497872982,38.0418352305711,27.190910756107904,-10.850924474463199
