method,group_theta,theta,true_score,score,error
CAT-EAP,Rendah,-0.42930222451725997,45.060821019053584,37.63189487727161,-7.428926141781972
CAT-MLE,Rendah,-0.42930222451725997,45.060821019053584,39.231470851775626,-5.829350167277958
RB-Prior,Rendah,-0.42930222451725997,45.060821019053584,48.591304347826096,3.5304833287725117
RB-NoPrior,Rendah,-0.42930222451725997,45.060821019053584,45.919208573783976,0.8583875547303919
CAT-EAP,Rendah,-0.692420979873856,39.60405466080354,33.0572034931636,-6.546851167639943
CAT-MLE,Rendah,-0.692420979873856,39.60405466080354,37.544060550098074,-2.0599941107054676
RB-Prior,Rendah,-0.692420979873856,39.60405466080354,51.84924269108841,12.245188030284872
RB-NoPrior,Rendah,-0.692420979873856,39.60405466080354,51.94174757281552,12.337692912011981
CAT-EAP,Sangat Rendah,-1.4063174636718339,25.95011692677771,21.296818974481816,-4.653297952295894
CAT-MLE,Sangat Rendah,-1.4063174636718339,25.95011692677771,31.78516444955115,5.83504752277344
RB-Prior,Sangat Rendah,-1.4063174636718339,25.95011692677771,35.64563309653153,9.695516169753823
RB-NoPrior,Sangat Rendah,-1.4063174636718339,25.95011692677771,41.60789844851904,15.657781521741327
CAT-EAP,Sedang,-0.08310557262869477,52.34903462669489,45.17894862599977,-7.170086000695115
CAT-MLE,Sedang,-0.08310557262869477,52.34903462669489,58.16415296114387,5.815118334448982
RB-Prior,Sedang,-0.08310557262869477,52.34903462669489,52.22474829490095,-0.12428633179393955
RB-NoPrior,Sedang,-0.08310557262869477,52.34903462669489,50.89928057553957,-1.4497540511553169
CAT-EAP,Sangat Rendah,-1.5047203740310022,24.26988668695855,23.04838416764908,-1.221502519309471
CAT-MLE,Sangat Rendah,-1.5047203740310022,24.26988668695855,34.215137752988696,9.945251066030146
RB-Prior,Sangat Rendah,-1.5047203740310022,24.26988668695855,46.48212226066895,22.2122355737104
RB-NoPrior,Sangat Rendah,-1.5047203740310022,24.26988668695855,39.09932659932659,14.829439912368038
CAT-EAP,Tinggi,0.7600559636896026,69.36880493769992,66.86180842804887,-2.506996509651046
CAT-MLE,Tinggi,0.7600559636896026,69.36880493769992,65.20667164764565,-4.162133290054271
RB-Prior,Tinggi,0.7600559636896026,69.36880493769992,57.06455542021926,-12.304249517480663
RB-NoPrior,Tinggi,0.7600559636896026,69.36880493769992,66.9151004536617,-2.4537044840382265
CAT-EAP,Sedang,0.08243975293450329,55.8212526420058,59.68335302704789,3.8621003850420905
CAT-MLE,Sedang,0.08243975293450329,55.8212526420058,71.89916795776769,16.077915315761885
RB-Prior,Sedang,0.08243975293450329,55.8212526420058,56.82254964766175,1.0012970056559496
RB-NoPrior,Sedang,0.08243975293450329,55.8212526420058,46.53954802259888,-9.281704619406923
CAT-EAP,Sangat Rendah,-1.4575514994649306,25.067854495428172,28.749867853347077,3.6820133579189047
CAT-MLE,Sangat Rendah,-1.4575514994649306,25.067854495428172,27.880816775106933,2.812962279678761
RB-Prior,Sangat Rendah,-1.4575514994649306,25.067854495428172,46.37223974763405,21.304385252205876
RB-NoPrior,Sangat Rendah,-1.4575514994649306,25.067854495428172,34.17251341312419,9.104658917696021
CAT-EAP,Rendah,-0.30920907704986345,47.58405798485853,47.26439790289997,-0.31966008195855977
CAT-MLE,Rendah,-0.30920907704986345,47.58405798485853,60.81815029924525,13.234092314386714
RB-Prior,Rendah,-0.30920907704986345,47.58405798485853,52.05524498520226,4.4711870003437255
RB-NoPrior,Rendah,-0.30920907704986345,47.58405798485853,40.4460966542751,-7.13796133058343
CAT-EAP,Rendah,-0.7521564055905832,38.38629884125406,47.37323330893041,8.986934467676349
CAT-MLE,Rendah,-0.7521564055905832,38.38629884125406,37.25201585332198,-1.1342829879320817
RB-Prior,Rendah,-0.7521564055905832,38.38629884125406,48.01718440185062,9.63088556059656
RB-NoPrior,Rendah,-0.7521564055905832,38.38629884125406,63.79690949227374,25.41061065101968
CAT-EAP,Tinggi,0.31917451041918043,60.71121770870687,51.60382944541152,-9.107388263295348
CAT-MLE,Tinggi,0.31917451041918043,60.71121770870687,59.607886026695134,-1.103331682011735
RB-Prior,Tinggi,0.31917451041918043,60.71121770870687,61.56837329876863,0.8571555900617582
RB-NoPrior,Tinggi,0.31917451041918043,60.71121770870687,50.57432432432433,-10.136893384382539
CAT-EAP,Sangat Tinggi,1.3404504460231446,79.29143063467542,85.26132842934439,5.969897794668967
CAT-MLE,Sangat Tinggi,1.3404504460231446,79.29143063467542,77.2201475504533,-2.0712830842221166
RB-Prior,Sangat Tinggi,1.3404504460231446,79.29143063467542,65.08264462809916,-14.208786006576261
RB-NoPrior,Sangat Tinggi,1.3404504460231446,79.29143063467542,82.78633623576692,3.494905601091503
CAT-EAP,Sangat Rendah,-1.8751724696457446,18.517653782561062,13.62243378406366,-4.895219998497403
CAT-MLE,Sangat Rendah,-1.8751724696457446,18.517653782561062,25.070823440475863,6.5531696579148
RB-Prior,Sangat Rendah,-1.8751724696457446,18.517653782561062,31.966904851447897,13.449251068886834
RB-NoPrior,Sangat Rendah,-1.8751724696457446,18.517653782561062,40.1015228426396,21.58386906007854
CAT-EAP,Sedang,0.11502607914741717,56.500743147943744,65.45717518614012,8.956432038196375
CAT-MLE,Sedang,0.11502607914741717,56.500743147943744,50.258022332619426,-6.2427208153243186
RB-Prior,Sedang,0.11502607914741717,56.500743147943744,46.418246064889175,-10.08249708305457
RB-NoPrior,Sedang,0.11502607914741717,56.500743147943744,59.013980868285515,2.5132377203417704
CAT-EAP,Sedang,-0.1601327955666404,50.726282313884475,57.4040371126192,6.677754798734725
CAT-MLE,Sedang,-0.1601327955666404,50.726282313884475,44.33912619202557,-6.387156121858908
RB-Prior,Sedang,-0.1601327955666404,50.726282313884475,51.974350320621,1.2480680067365242
RB-NoPrior,Sedang,-0.1601327955666404,50.726282313884475,51.959054006353696,1.2327716924692211
CAT-EAP,Tinggi,0.6713400764504657,67.68888917899785,76.33978176471355,8.650892585715695
CAT-MLE,Tinggi,0.6713400764504657,67.68888917899785,68.30801581263049,0.6191266336326322
RB-Prior,Tinggi,0.6713400764504657,67.68888917899785,57.017277963019104,-10.67161121597875
RB-NoPrior,Tinggi,0.6713400764504657,67.68888917899785,73.49570200573066,5.806812826732809
CAT-EAP,Sedang,0.21319662823768915,58.53662152901615,56.156444377278056,-2.3801771517380956
CAT-MLE,Sedang,0.21319662823768915,58.53662152901615,54.34900411216395,-4.1876174168521985
RB-Prior,Sedang,0.21319662823768915,58.53662152901615,52.67659170098193,-5.860029828034222
RB-NoPrior,Sedang,0.21319662823768915,58.53662152901615,55.194346289752666,-3.3422752392634862
CAT-EAP,Rendah,-0.7519693317388191,38.3900971989053,41.69220041591737,3.3021032170120677
CAT-MLE,Rendah,-0.7519693317388191,38.3900971989053,35.28014475666292,-3.109952442242381
RB-Prior,Rendah,-0.7519693317388191,38.3900971989053,48.54651162790696,10.156414429001657
RB-NoPrior,Rendah,-0.7519693317388191,38.3900971989053,51.19521912350594,12.805121924600641
CAT-EAP,Rendah,-0.31905393566661816,47.37679116557217,47.449997042283776,0.07320587671160439
CAT-MLE,Rendah,-0.31905393566661816,47.37679116557217,42.2589821360394,-5.117809029532772
RB-Prior,Rendah,-0.31905393566661816,47.37679116557217,48.55119124275595,1.1744000771837761
RB-NoPrior,Rendah,-0.31905393566661816,47.37679116557217,48.128716334382645,0.7519251688104731
CAT-EAP,Rendah,-0.796025856803489,37.498398354576715,42.0423058840548,4.5439075294780835
CAT-MLE,Rendah,-0.796025856803489,37.498398354576715,40.62766109520735,3.1292627406306366
RB-Prior,Rendah,-0.796025856803489,37.498398354576715,48.429070136464624,10.93067178188791
RB-NoPrior,Rendah,-0.796025856803489,37.498398354576715,37.37373737373739,-0.12466098083932309
CAT-EAP,Sangat Tinggi,1.0760071385985983,75.02240474137342,77.29281684555855,2.2704121041851266
CAT-MLE,Sangat Tinggi,1.0760071385985983,75.02240474137342,77.64002844858811,2.6176237072146904
RB-Prior,Sangat Tinggi,1.0760071385985983,75.02240474137342,63.971631205673745,-11.050773535699676
RB-NoPrior,Sangat Tinggi,1.0760071385985983,75.02240474137342,60.56566970091029,-14.45673504046313
CAT-EAP,Sedang,0.02131164867194222,54.54255856228385,54.86932218138594,0.3267636191020884
CAT-MLE,Sedang,0.02131164867194222,54.54255856228385,59.98957483859566,5.447016276311807
RB-Prior,Sedang,0.02131164867194222,54.54255856228385,56.31431244153414,1.7717538792502907
RB-NoPrior,Sedang,0.02131164867194222,54.54255856228385,85.4341736694678,30.891615107183945
CAT-EAP,Sangat Tinggi,1.9011906857530074,86.72144603537959,87.47577585672065,0.7543298213410594
CAT-MLE,Sangat Tinggi,1.9011906857530074,86.72144603537959,88.43092430030282,1.7094782649232343
RB-Prior,Sangat Tinggi,1.9011906857530074,86.72144603537959,72.85793255942511,-13.863513475954477
RB-NoPrior,Sangat Tinggi,1.9011906857530074,86.72144603537959,87.87878787878788,1.1573418434082896
CAT-EAP,Sedang,-0.060660813814620775,52.8213029327228,61.2044642048488,8.383161272125996
CAT-MLE,Sedang,-0.060660813814620775,52.8213029327228,42.55443567787507,-10.266867254847732
RB-Prior,Sedang,-0.060660813814620775,52.8213029327228,53.989813242784365,1.1685103100615635
RB-NoPrior,Sedang,-0.060660813814620775,52.8213029327228,53.705772811918074,0.8844698791952723
CAT-EAP,Rendah,-0.7084067669104628,39.27723728796755,32.9928406193736,-6.284396668593949
CAT-MLE,Rendah,-0.7084067669104628,39.27723728796755,41.857412820603564,2.5801755326360123
RB-Prior,Rendah,-0.7084067669104628,39.27723728796755,47.75124930594112,8.474012017973571
RB-NoPrior,Rendah,-0.7084067669104628,39.27723728796755,45.409223099293726,6.1319858113261745
CAT-EAP,Sangat Rendah,-1.5137143926128271,24.11932077921032,25.193194509485185,1.0738737302748653
CAT-MLE,Sangat Rendah,-1.5137143926128271,24.11932077921032,26.92579012330587,2.80646934409555
RB-Prior,Sangat Rendah,-1.5137143926128271,24.11932077921032,45.53111839026673,21.411797611056407
RB-NoPrior,Sangat Rendah,-1.5137143926128271,24.11932077921032,44.6596568898727,20.54033611066238
CAT-EAP,Sangat Rendah,-1.803139676255945,19.561341340715536,19.030969622717226,-0.5303717179983103
CAT-MLE,Sangat Rendah,-1.803139676255945,19.561341340715536,17.35786632374295,-2.203475016972586
RB-Prior,Sangat Rendah,-1.803139676255945,19.561341340715536,36.20689655172414,16.645555211008606
RB-NoPrior,Sangat Rendah,-1.803139676255945,19.561341340715536,36.20613060861838,16.644789267902844
CAT-EAP,Sangat Rendah,-1.5841359430054898,22.958404664538833,20.934403209084632,-2.0240014554542007
CAT-MLE,Sangat Rendah,-1.5841359430054898,22.958404664538833,18.396596826795644,-4.5618078377431885
RB-Prior,Sangat Rendah,-1.5841359430054898,22.958404664538833,37.51416698148846,14.555762316949625
RB-NoPrior,Sangat Rendah,-1.5841359430054898,22.958404664538833,44.36503573391972,21.406631069380886
CAT-EAP,Sedang,0.2671266510114834,59.64660142298914,62.43746455647704,2.790863133487896
CAT-MLE,Sedang,0.2671266510114834,59.64660142298914,65.17629675945435,5.529695336465203
RB-Prior,Sedang,0.2671266510114834,59.64660142298914,55.61582641991066,-4.030775003078482
RB-NoPrior,Sedang,0.2671266510114834,59.64660142298914,56.13207547169811,-3.5145259512910343
CAT-EAP,Tinggi,0.5087250232299338,64.52197021473822,80.01232435152768,15.490354136789463
CAT-MLE,Tinggi,0.5087250232299338,64.52197021473822,65.51436373213193,0.9923935173937082
RB-Prior,Tinggi,0.5087250232299338,64.52197021473822,63.44647519582246,-1.0754950189157597
RB-NoPrior,Tinggi,0.5087250232299338,64.52197021473822,72.65193370165746,8.129963486919237
CAT-EAP,Sangat Rendah,-1.5811907020321334,23.006310166563644,27.148482034459064,4.142171867895421
CAT-MLE,Sangat Rendah,-1.5811907020321334,23.006310166563644,31.945172304743018,8.938862138179374
RB-Prior,Sangat Rendah,-1.5811907020321334,23.006310166563644,36.91371285356247,13.907402686998829
RB-NoPrior,Sangat Rendah,-1.5811907020321334,23.006310166563644,32.12392988177739,9.117619715213749
CAT-EAP,Sangat Tinggi,0.8950383140761154,71.85100668672735,79.80100457947458,7.949997892747234
CAT-MLE,Sangat Tinggi,0.8950383140761154,71.85100668672735,73.27470193945946,1.4236952527321165
RB-Prior,Sangat Tinggi,0.8950383140761154,71.85100668672735,56.52957069948965,-15.321435987237692
RB-NoPrior,Sangat Tinggi,0.8950383140761154,71.85100668672735,83.8862559241706,12.035249237443253
CAT-EAP,Rendah,-0.4830610516834395,43.936249566038974,52.09492284328373,8.158673277244759
CAT-MLE,Rendah,-0.4830610516834395,43.936249566038974,37.33075415770607,-6.6054954083329065
RB-Prior,Rendah,-0.4830610516834395,43.936249566038974,44.410044719642265,0.47379515360329094
RB-NoPrior,Rendah,-0.4830610516834395,43.936249566038974,48.196844477836244,4.26059491179727
CAT-EAP,Sedang,0.14679301198554937,57.16148356196384,59.705438224910836,2.5439546629469945
CAT-MLE,Sedang,0.14679301198554937,57.16148356196384,54.45238838865107,-2.709095173312768
RB-Prior,Sedang,0.14679301198554937,57.16148356196384,55.312596242685565,-1.8488873192782762
RB-NoPrior,Sedang,0.14679301198554937,57.16148356196384,58.03895675140311,0.8774731894392716
CAT-EAP,Sangat Tinggi,1.6122206282554243,83.17785021678773,76.98431953376208,-6.1935306830256565
CAT-MLE,Sangat Tinggi,1.6122206282554243,83.17785021678773,85.99920795470761,2.8213577379198824
RB-Prior,Sangat Tinggi,1.6122206282554243,83.17785021678773,73.28767123287672,-9.890178983911014
RB-NoPrior,Sangat Tinggi,1.6122206282554243,83.17785021678773,77.11321330485202,-6.0646369119357075
CAT-EAP,Sangat Tinggi,0.8968393158655319,71.8834820614173,61.44144083892892,-10.442041222488378
CAT-MLE,Sangat Tinggi,0.8968393158655319,71.8834820614173,79.00581567938812,7.122333617970824
RB-Prior,Sangat Tinggi,0.8968393158655319,71.8834820614173,54.20768497935853,-17.675797082058764
RB-NoPrior,Sangat Tinggi,0.8968393158655319,71.8834820614173,77.27910238429173,5.395620322874436
CAT-EAP,Rendah,-0.2685306479058323,48.440983712868366,53.43953324958359,4.998549536715224
CAT-MLE,Rendah,-0.2685306479058323,48.440983712868366,36.24235513163199,-12.198628581236377
RB-Prior,Rendah,-0.2685306479058323,48.440983712868366,50.952693823915894,2.5117101110475275
RB-NoPrior,Rendah,-0.2685306479058323,48.440983712868366,59.605163249810175,11.164179536941809
CAT-EAP,Sangat Rendah,-0.8911922254152874,35.593212418486345,39.65363076203144,4.060418343545095
CAT-MLE,Sangat Rendah,-0.8911922254152874,35.593212418486345,41.64901914080946,6.055806722323112
RB-Prior,Sangat Rendah,-0.8911922254152874,35.593212418486345,54.891901795529506,19.29868937704316
RB-NoPrior,Sangat Rendah,-0.8911922254152874,35.593212418486345,47.694753577106496,12.101541158620151
CAT-EAP,Sangat Rendah,-2.151815401329305,14.861874603882837,15.407756737076294,0.5458821331934569
CAT-MLE,Sangat Rendah,-2.151815401329305,14.861874603882837,16.142173232494734,1.280298628611897
RB-Prior,Sangat Rendah,-2.151815401329305,14.861874603882837,27.795400475812833,12.933525871929996
RB-NoPrior,Sangat Rendah,-2.151815401329305,14.861874603882837,33.77777777777778,18.91590317389494
CAT-EAP,Rendah,-0.7191533192424201,39.0579075409994,34.8898748490879,-4.168032691911499
CAT-MLE,Rendah,-0.7191533192424201,39.0579075409994,47.688888430898466,8.630980889899064
RB-Prior,Rendah,-0.7191533192424201,39.0579075409994,51.92577030812327,12.867862767123867
RB-NoPrior,Rendah,-0.7191533192424201,39.0579075409994,49.21077065923864,10.152863118239239
CAT-EAP,Sedang,-0.21113023882769444,49.65104774914266,45.623459843829394,-4.027587905313268
CAT-MLE,Sedang,-0.21113023882769444,49.65104774914266,41.96868418981752,-7.68236355932514
RB-Prior,Sedang,-0.21113023882769444,49.65104774914266,56.18739903069467,6.536351281552008
RB-NoPrior,Sedang,-0.21113023882769444,49.65104774914266,83.71428571428572,34.06323796514306
CAT-EAP,Sangat Rendah,-0.987179527151184,33.70432990054764,46.39653726201025,12.692207361462607
CAT-MLE,Sangat Rendah,-0.987179527151184,33.70432990054764,34.077847482355125,0.3735175818074836
RB-Prior,Sangat Rendah,-0.987179527151184,33.70432990054764,37.92598021253205,4.221650311984412
RB-NoPrior,Sangat Rendah,-0.987179527151184,33.70432990054764,39.69375736160191,5.9894274610542695
CAT-EAP,Sedang,-0.13125696709230472,51.33489474668905,57.63545365551579,6.300558908826737
CAT-MLE,Sedang,-0.13125696709230472,51.33489474668905,54.03168193470399,2.6967871880149374
RB-Prior,Sedang,-0.13125696709230472,51.33489474668905,52.93729372937294,1.6023989826838871
RB-NoPrior,Sedang,-0.13125696709230472,51.33489474668905,51.47529328119445,0.14039853450540107
CAT-EAP,Sedang,0.07685188295876821,55.704573385355346,38.862567551505755,-16.84200583384959
CAT-MLE,Sedang,0.07685188295876821,55.704573385355346,56.9112319991561,1.2066586138007551
RB-Prior,Sedang,0.07685188295876821,55.704573385355346,52.209856915739266,-3.4947164696160797
RB-NoPrior,Sedang,0.07685188295876821,55.704573385355346,58.369723435225616,2.6651500498702703
CAT-EAP,Sedang,-0.22485598180807856,49.36164413149913,57.177957204482134,7.816313072983
CAT-MLE,Sedang,-0.22485598180807856,49.36164413149913,57.956071822596144,8.59442769109701
RB-Prior,Sedang,-0.22485598180807856,49.36164413149913,49.831195138419986,0.4695510069208524
RB-NoPrior,Sedang,-0.22485598180807856,49.36164413149913,46.04720869239417,-3.3144354391049617
CAT-EAP,Rendah,-0.6500025808234597,40.47435578038387,44.1418079787691,3.6674521983852344
CAT-MLE,Rendah,-0.6500025808234597,40.47435578038387,42.38233215132661,1.907976370942741
RB-Prior,Rendah,-0.6500025808234597,40.47435578038387,48.95905621096463,8.484700430580766
RB-NoPrior,Rendah,-0.6500025808234597,40.47435578038387,52.62385321100919,12.149497430625324
CAT-EAP,Sedang,0.16865467196672768,57.61515748219912,59.83385747245836,2.218699990259239
CAT-MLE,Sedang,0.16865467196672768,57.61515748219912,47.38308576383793,-10.23207171836119
RB-Prior,Sedang,0.16865467196672768,57.61515748219912,57.08074534161493,-0.5344121405841946
RB-NoPrior,Sedang,0.16865467196672768,57.61515748219912,52.054794520547944,-5.56036296165118
CAT-EAP,Tinggi,0.44194064956940904,63.192421004302055,72.87156321842984,9.679142214127786
CAT-MLE,Tinggi,0.44194064956940904,63.192421004302055,61.216016272192896,-1.9764047321091596
RB-Prior,Tinggi,0.44194064956940904,63.192421004302055,55.60908465244321,-7.583336351858847
RB-NoPrior,Tinggi,0.44194064956940904,63.192421004302055,67.63609246830724,4.443671464005185
CAT-EAP,Sangat Rendah,-1.090399077442846,31.714927670856845,34.28976481418417,2.574837143327322
CAT-MLE,Sangat Rendah,-1.090399077442846,31.714927670856845,39.30746089769004,7.592533226833197
RB-Prior,Sangat Rendah,-1.090399077442846,31.714927670856845,38.152914458743346,6.437986787886501
RB-NoPrior,Sangat Rendah,-1.090399077442846,31.714927670856845,56.95067264573991,25.235744974883062
CAT-EAP,Sangat Tinggi,1.41093237974627,80.34981349581592,79.04700462330615,-1.3028088725097717
CAT-MLE,Sangat Tinggi,1.41093237974627,80.34981349581592,72.80186109194783,-7.547952403868095
RB-Prior,Sangat Tinggi,1.41093237974627,80.34981349581592,63.61023282552459,-16.739580670291332
RB-NoPrior,Sangat Tinggi,1.41093237974627,80.34981349581592,83.39006126616746,3.0402477703515416
CAT-EAP,Sedang,-0.09858813228426173,52.02307668188778,34.02890810953094,-17.99416857235684
CAT-MLE,Sedang,-0.09858813228426173,52.02307668188778,57.898263461816114,5.875186779928335
RB-Prior,Sedang,-0.09858813228426173,52.02307668188778,56.49432534678437,4.471248664896592
RB-NoPrior,Sedang,-0.09858813228426173,52.02307668188778,46.209912536443156,-5.813164145444624
CAT-EAP,Sedang,0.018849622944847662,54.49095941248443,45.4517695042168,-9.03918990826763
CAT-MLE,Sedang,0.018849622944847662,54.49095941248443,51.461949511142414,-3.0290099013420146
RB-Prior,Sedang,0.018849622944847662,54.49095941248443,55.68363752801792,1.1926781155334893
RB-NoPrior,Sedang,0.018849622944847662,54.49095941248443,54.596688974991196,0.10572956250676668
CAT-EAP,Tinggi,0.7082144232565571,68.39153978412375,71.5544833905854,3.1629436064616527
CAT-MLE,Tinggi,0.7082144232565571,68.39153978412375,74.7395108083396,6.347971024215852
RB-Prior,Tinggi,0.7082144232565571,68.39153978412375,58.410067526089605,-9.981472258034145
RB-NoPrior,Tinggi,0.7082144232565571,68.39153978412375,77.9803646563815,9.588824872257746
CAT-EAP,Sedang,0.23321613126350166,58.94942594912954,61.53839507720449,2.5889691280749503
CAT-MLE,Sedang,0.23321613126350166,58.94942594912954,56.75726373224174,-2.1921622168878017
RB-Prior,Sedang,0.23321613126350166,58.94942594912954,48.072634597005425,-10.876791352124116
RB-NoPrior,Sedang,0.23321613126350166,58.94942594912954,66.26928471248247,7.319858763352933
CAT-EAP,Sangat Tinggi,0.9531366339132451,72.88963474238862,70.6090502199124,-2.280584522476218
CAT-MLE,Sangat Tinggi,0.9531366339132451,72.88963474238862,76.42089579411297,3.531261051724343
RB-Prior,Sangat Tinggi,0.9531366339132451,72.88963474238862,61.008353221957044,-11.881281520431578
RB-NoPrior,Sangat Tinggi,0.9531366339132451,72.88963474238862,77.49307479224377,4.603440049855152
CAT-EAP,Tinggi,0.2871241652018242,60.056451826315026,49.17425853068947,-10.882193295625555
