method,student_id,theta,group_theta,true_score,estimated_score,items,error
RB-Prior,180,0.26912694124510733,Sedang,59.68764147532638,60.383286207979886,40,0.6956447326535056
RB-NoPrior,180,0.26912694124510733,Sedang,59.68764147532638,55.32597078731743,40,-4.3616706880089495
CAT-EAP,181,-0.3431922754974105,Rendah,46.86885570583756,35.8402815450445,20,-11.028574160793063
CAT-MLE,181,-0.3431922754974105,Rendah,46.86885570583756,51.896769677791376,20,5.027913971953815
RB-Prior,181,-0.3431922754974105,Rendah,46.86885570583756,54.210028382213814,40,7.341172676376253
RB-NoPrior,181,-0.3431922754974105,Rendah,46.86885570583756,58.858858858858866,20,11.990003153021306
CAT-EAP,182,0.6215718898560508,Tinggi,66.731082348395,60.756983336531135,20,-5.974099011863871
CAT-MLE,182,0.6215718898560508,Tinggi,66.731082348395,65.47099600059236,21,-1.2600863478026412
RB-Prior,182,0.6215718898560508,Tinggi,66.731082348395,64.59450930893026,40,-2.13657303946475
RB-NoPrior,182,0.6215718898560508,Tinggi,66.731082348395,62.747979426892,20,-3.9831029215030043
CAT-EAP,183,-0.36961033604363397,Rendah,46.31343574138352,50.01251338299443,20,3.6990776416109057
CAT-MLE,183,-0.36961033604363397,Rendah,46.31343574138352,38.327747771497954,20,-7.985687969885568
RB-Prior,183,-0.36961033604363397,Rendah,46.31343574138352,51.15500502176098,40,4.841569280377456
RB-NoPrior,183,-0.36961033604363397,Rendah,46.31343574138352,51.15749525616698,40,4.84405951478346
CAT-EAP,184,0.37710039390218647,Tinggi,61.88753172618946,57.94487539308714,20,-3.9426563331023203
CAT-MLE,184,0.37710039390218647,Tinggi,61.88753172618946,67.12874250404293,21,5.241210777853475
RB-Prior,184,0.37710039390218647,Tinggi,61.88753172618946,53.97567820392891,39,-7.91185352226055
RB-NoPrior,184,0.37710039390218647,Tinggi,61.88753172618946,63.507462686567145,20,1.6199309603776868
CAT-EAP,185,-0.029262813684978354,Sedang,53.48133025143693,58.79780666574875,20,5.316476414311822
CAT-MLE,185,-0.029262813684978354,Sedang,53.48133025143693,52.41020848865343,20,-1.0711217627834984
RB-Prior,185,-0.029262813684978354,Sedang,53.48133025143693,55.19747235387046,40,1.7161421024335297
RB-NoPrior,185,-0.029262813684978354,Sedang,53.48133025143693,39.24287856071965,40,-14.238451690717277
CAT-EAP,186,1.1260502507721681,Sangat Tinggi,75.86495013149236,77.91517507017906,20,2.0502249386866964
CAT-MLE,186,1.1260502507721681,Sangat Tinggi,75.86495013149236,67.99911246202488,20,-7.865837669467481
RB-Prior,186,1.1260502507721681,Sangat Tinggi,75.86495013149236,66.17942103754656,40,-9.685529093945803
RB-NoPrior,186,1.1260502507721681,Sangat Tinggi,75.86495013149236,76.96590118302018,20,1.1009510515278151
CAT-EAP,187,-0.05139372358848624,Sedang,53.01619129076228,51.93694626447056,20,-1.0792450262917157
CAT-MLE,187,-0.05139372358848624,Sedang,53.01619129076228,48.32010964001762,20,-4.696081650744659
RB-Prior,187,-0.05139372358848624,Sedang,53.01619129076228,55.364372469635605,38,2.3481811788733253
RB-NoPrior,187,-0.05139372358848624,Sedang,53.01619129076228,52.846364883401925,40,-0.16982640736035393
CAT-EAP,188,-1.7730324682068814,Sangat Rendah,20.00857089566832,19.82309768824238,20,-0.18547320742593953
CAT-MLE,188,-1.7730324682068814,Sangat Rendah,20.00857089566832,23.552776765027602,21,3.5442058693592813
RB-Prior,188,-1.7730324682068814,Sangat Rendah,20.00857089566832,47.68812330009067,32,27.679552404422353
RB-NoPrior,188,-1.7730324682068814,Sangat Rendah,20.00857089566832,31.74335162515828,40,11.734780729489959
CAT-EAP,189,1.2619215007139917,Sangat Tinggi,78.07187919789266,74.53748101981078,20,-3.5343981780818723
CAT-MLE,189,1.2619215007139917,Sangat Tinggi,78.07187919789266,73.12982425443366,21,-4.942054943458999
RB-Prior,189,1.2619215007139917,Sangat Tinggi,78.07187919789266,58.36008170411439,40,-19.711797493778263
RB-NoPrior,189,1.2619215007139917,Sangat Tinggi,78.07187919789266,66.38167938931299,40,-11.690199808579663
CAT-EAP,190,-0.9057323008626189,Sangat Rendah,35.30486235239081,44.42329642635274,20,9.118434073961929
CAT-MLE,190,-0.9057323008626189,Sangat Rendah,35.30486235239081,40.95398617398999,20,5.649123821599176
RB-Prior,190,-0.9057323008626189,Sangat Rendah,35.30486235239081,51.87210769877999,32,16.56724534638918
RB-NoPrior,190,-0.9057323008626189,Sangat Rendah,35.30486235239081,50.5110062893082,38,15.206143936917385
CAT-EAP,191,-0.6537663386488198,Rendah,40.396960010466174,42.02844276202892,20,1.6314827515627428
CAT-MLE,191,-0.6537663386488198,Rendah,40.396960010466174,40.902394753306794,22,0.5054347428406203
RB-Prior,191,-0.6537663386488198,Rendah,40.396960010466174,51.98958720714018,38,11.592627196674009
RB-NoPrior,191,-0.6537663386488198,Rendah,40.396960010466174,48.3622350674374,40,7.96527505697123
CAT-EAP,192,-0.5956612940434921,Rendah,41.595321037390995,43.92797184356134,20,2.332650806170342
CAT-MLE,192,-0.5956612940434921,Rendah,41.595321037390995,54.23846279096378,20,12.643141753572785
RB-Prior,192,-0.5956612940434921,Rendah,41.595321037390995,48.62681744749596,40,7.031496410104964
RB-NoPrior,192,-0.5956612940434921,Rendah,41.595321037390995,48.14233385661955,30,6.547012819228556
CAT-EAP,193,1.3744380931708173,Sangat Tinggi,79.80612874931066,87.96022975077449,22,8.154101001463829
CAT-MLE,193,1.3744380931708173,Sangat Tinggi,79.80612874931066,75.5109662155538,20,-4.295162533756866
RB-Prior,193,1.3744380931708173,Sangat Tinggi,79.80612874931066,65.13317191283294,39,-14.672956836477724
RB-NoPrior,193,1.3744380931708173,Sangat Tinggi,79.80612874931066,87.09677419354837,20,7.290645444237711
CAT-EAP,194,-2.1356742139786955,Sangat Rendah,15.059662360129197,18.927946401771283,20,3.8682840416420863
CAT-MLE,194,-2.1356742139786955,Sangat Rendah,15.059662360129197,13.676720289299332,28,-1.3829420708298645
RB-Prior,194,-2.1356742139786955,Sangat Rendah,15.059662360129197,36.837881219903686,39,21.77821885977449
RB-NoPrior,194,-2.1356742139786955,Sangat Rendah,15.059662360129197,33.39824732229794,35,18.338584962168746
CAT-EAP,195,3.1377485336599937,Sangat Tinggi,95.74244911105481,90.9688596180002,29,-4.773589493054615
CAT-MLE,195,3.1377485336599937,Sangat Tinggi,95.74244911105481,96.31716669177418,40,0.5747175807193656
RB-Prior,195,3.1377485336599937,Sangat Tinggi,95.74244911105481,88.77481177275838,31,-6.967637338296427
RB-NoPrior,195,3.1377485336599937,Sangat Tinggi,95.74244911105481,100.0,20,4.25755088894519
CAT-EAP,196,1.0560568090660518,Sangat Tinggi,74.68221427834413,70.00009334579084,20,-4.682120932553289
CAT-MLE,196,1.0560568090660518,Sangat Tinggi,74.68221427834413,79.48635477118374,20,4.804140492839608
RB-Prior,196,1.0560568090660518,Sangat Tinggi,74.68221427834413,58.587052911616915,40,-16.09516136672722
RB-NoPrior,196,1.0560568090660518,Sangat Tinggi,74.68221427834413,82.20396988364134,20,7.521755605297201
CAT-EAP,197,0.22323891412915967,Sedang,58.743803909488875,52.351618184772974,20,-6.392185724715901
CAT-MLE,197,0.22323891412915967,Sedang,58.743803909488875,67.09569746156052,20,8.351893552071644
RB-Prior,197,0.22323891412915967,Sedang,58.743803909488875,57.66103814884304,40,-1.0827657606458345
RB-NoPrior,197,0.22323891412915967,Sedang,58.743803909488875,77.06740792216817,20,18.323604012679297
CAT-EAP,198,-0.05489400061628639,Sedang,52.94258753690332,55.82666809616992,20,2.8840805592666
CAT-MLE,198,-0.05489400061628639,Sedang,52.94258753690332,54.80597817620411,20,1.863390639300789
RB-Prior,198,-0.05489400061628639,Sedang,52.94258753690332,52.927478376580176,40,-0.015109160323142135
RB-NoPrior,198,-0.05489400061628639,Sedang,52.94258753690332,53.77716453949639,40,0.8345770025930719
CAT-EAP,199,0.28555407485765694,Tinggi,60.024308458866884,48.31196163429948,20,-11.712346824567405
CAT-MLE,199,0.28555407485765694,Tinggi,60.024308458866884,57.22154556522347,20,-2.8027628936434112
RB-Prior,199,0.28555407485765694,Tinggi,60.024308458866884,58.00756620428751,40,-2.016742254579377
RB-NoPrior,199,0.28555407485765694,Tinggi,60.024308458866884,77.49307479224377,20,17.46876633337689
CAT-EAP,200,0.5211224283793383,Tinggi,64.76704610866277,66.27003485290653,20,1.5029887442437655
CAT-MLE,200,0.5211224283793383,Tinggi,64.76704610866277,61.66508917019701,20,-3.1019569384657615
RB-Prior,200,0.5211224283793383,Tinggi,64.76704610866277,51.61186331399098,39,-13.155182794671788
RB-NoPrior,200,0.5211224283793383,Tinggi,64.76704610866277,81.35818908122505,20,16.59114297256228
CAT-EAP,201,0.645215585950057,Tinggi,67.18743826402297,54.8513185500779,20,-12.336119713945074
CAT-MLE,201,0.645215585950057,Tinggi,67.18743826402297,72.88450620154724,20,5.697067937524267
RB-Prior,201,0.645215585950057,Tinggi,67.18743826402297,53.11728395061729,40,-14.07015431340568
RB-NoPrior,201,0.645215585950057,Tinggi,67.18743826402297,84.25034387895461,20,17.062905614931637
CAT-EAP,202,0.5556044660034485,Tinggi,65.44569333982179,73.8930726640955,20,8.447379324273712
CAT-MLE,202,0.5556044660034485,Tinggi,65.44569333982179,59.0436470430597,21,-6.402046296762087
RB-Prior,202,0.5556044660034485,Tinggi,65.44569333982179,48.21540388227928,40,-17.230289457542504
RB-NoPrior,202,0.5556044660034485,Tinggi,65.44569333982179,66.57283603096411,20,1.1271426911423248
CAT-EAP,203,0.08958068125524882,Sedang,55.97029441973127,66.28661512009647,20,10.316320700365203
CAT-MLE,203,0.08958068125524882,Sedang,55.97029441973127,54.46443060182025,20,-1.5058638179110204
RB-Prior,203,0.08958068125524882,Sedang,55.97029441973127,52.50205086136179,33,-3.4682435583694797
RB-NoPrior,203,0.08958068125524882,Sedang,55.97029441973127,63.4128166915052,20,7.442522271773932
CAT-EAP,204,-0.1973384203073261,Sedang,49.941852882896434,45.5035158613743,20,-4.438337021522138
CAT-MLE,204,-0.1973384203073261,Sedang,49.941852882896434,52.90709731321689,23,2.9652444303204533
RB-Prior,204,-0.1973384203073261,Sedang,49.941852882896434,50.977701543739286,39,1.035848660842852
RB-NoPrior,204,-0.1973384203073261,Sedang,49.941852882896434,54.504504504504496,20,4.562651621608062
CAT-EAP,205,-0.1512732836535117,Sedang,50.9130382968347,48.396747330915126,20,-2.5162909659195734
CAT-MLE,205,-0.1512732836535117,Sedang,50.9130382968347,42.962135079493926,22,-7.950903217340773
RB-Prior,205,-0.1512732836535117,Sedang,50.9130382968347,45.94059405940595,40,-4.972444237428746
RB-NoPrior,205,-0.1512732836535117,Sedang,50.9130382968347,67.6056338028169,20,16.692595505982197
CAT-EAP,206,-0.194908280352681,Sedang,49.99309305396277,57.03765898977201,20,7.044565935809246
CAT-MLE,206,-0.194908280352681,Sedang,49.99309305396277,52.187091077469546,21,2.1939980235067793
RB-Prior,206,-0.194908280352681,Sedang,49.99309305396277,48.938906752411576,40,-1.0541863015511908
RB-NoPrior,206,-0.194908280352681,Sedang,49.99309305396277,53.477804963299555,40,3.484711909336788
CAT-EAP,207,1.1337700968670645,Sangat Tinggi,75.9935316064219,75.32521526440958,20,-0.6683163420123179
CAT-MLE,207,1.1337700968670645,Sangat Tinggi,75.9935316064219,78.19422257373438,20,2.2006909673124824
RB-Prior,207,1.1337700968670645,Sangat Tinggi,75.9935316064219,58.77906976744186,40,-17.214461838980036
RB-NoPrior,207,1.1337700968670645,Sangat Tinggi,75.9935316064219,87.12871287128714,20,11.135181264865238
CAT-EAP,208,0.5935567222808619,Tinggi,66.18733786565552,62.789444769699706,20,-3.3978930959558156
CAT-MLE,208,0.5935567222808619,Tinggi,66.18733786565552,66.51168834293794,24,0.3243504772824224
RB-Prior,208,0.5935567222808619,Tinggi,66.18733786565552,56.71776375112715,40,-9.46957411452837
RB-NoPrior,208,0.5935567222808619,Tinggi,66.18733786565552,53.32385353714895,40,-12.863484328506573
CAT-EAP,209,-2.9403886346642802,Sangat Rendah,7.429403700485496,14.715820366672752,21,7.286416666187256
CAT-MLE,209,-2.9403886346642802,Sangat Rendah,7.429403700485496,6.251933682814776,40,-1.1774700176707205
RB-Prior,209,-2.9403886346642802,Sangat Rendah,7.429403700485496,26.32850241545894,34,18.89909871497344
RB-NoPrior,209,-2.9403886346642802,Sangat Rendah,7.429403700485496,26.511627906976738,40,19.08222420649124
CAT-EAP,210,0.655900776529761,Tinggi,67.39289517280615,62.85548763956944,20,-4.53740753323671
CAT-MLE,210,0.655900776529761,Tinggi,67.39289517280615,63.99078838504896,20,-3.402106787757191
RB-Prior,210,0.655900776529761,Tinggi,67.39289517280615,60.87346694585702,40,-6.519428226949131
RB-NoPrior,210,0.655900776529761,Tinggi,67.39289517280615,64.21785940468651,40,-3.175035768119642
CAT-EAP,211,0.19473619471877485,Sedang,58.15520753103779,60.488996911290215,20,2.3337893802524263
CAT-MLE,211,0.19473619471877485,Sedang,58.15520753103779,54.50465276763179,20,-3.6505547634059994
RB-Prior,211,0.19473619471877485,Sedang,58.15520753103779,53.32258064516129,40,-4.8326268858765005
RB-NoPrior,211,0.19473619471877485,Sedang,58.15520753103779,54.621555633065924,40,-3.5336518979718647
CAT-EAP,212,-0.018708756445897416,Sedang,53.703001217464156,57.65443247470379,20,3.9514312572396335
CAT-MLE,212,-0.018708756445897416,Sedang,53.703001217464156,44.07566752758724,20,-9.627333689876913
RB-Prior,212,-0.018708756445897416,Sedang,53.703001217464156,48.76480541455161,38,-4.938195802912546
RB-NoPrior,212,-0.018708756445897416,Sedang,53.703001217464156,46.64461247637048,33,-7.0583887410936725
CAT-EAP,213,-0.38851845308888583,Rendah,45.91627049457841,51.141501727525316,20,5.2252312329469035
CAT-MLE,213,-0.38851845308888583,Rendah,45.91627049457841,39.68448637578915,21,-6.231784118789264
RB-Prior,213,-0.38851845308888583,Rendah,45.91627049457841,47.40667327386853,39,1.4904027792901147
RB-NoPrior,213,-0.38851845308888583,Rendah,45.91627049457841,54.68417317246276,40,8.76790267788435
CAT-EAP,214,1.1241127199860135,Sangat Tinggi,75.83261973257973,82.70188809839911,20,6.86926836581938
CAT-MLE,214,1.1241127199860135,Sangat Tinggi,75.83261973257973,73.96825090888956,21,-1.864368823690171
RB-Prior,214,1.1241127199860135,Sangat Tinggi,75.83261973257973,56.011012542061785,40,-19.821607190517945
RB-NoPrior,214,1.1241127199860135,Sangat Tinggi,75.83261973257973,82.54847645429362,20,6.715856721713891
CAT-EAP,215,0.9475264621228578,Sangat Tinggi,72.79016104691338,72.78163049163126,20,-0.0085305552821211
CAT-MLE,215,0.9475264621228578,Sangat Tinggi,72.79016104691338,72.14891137454632,21,-0.6412496723670671
RB-Prior,215,0.9475264621228578,Sangat Tinggi,72.79016104691338,66.19318181818184,40,-6.596979228731541
RB-NoPrior,215,0.9475264621228578,Sangat Tinggi,72.79016104691338,77.2256728778468,20,4.435511830933422
CAT-EAP,216,-0.7728776678236091,Rendah,37.966198297306484,62.50997405325639,21,24.54377575594991
CAT-MLE,216,-0.7728776678236091,Rendah,37.966198297306484,51.536168508029725,21,13.569970210723241
RB-Prior,216,-0.7728776678236091,Rendah,37.966198297306484,51.22850122850125,34,13.262302931194768
RB-NoPrior,216,-0.7728776678236091,Rendah,37.966198297306484,43.546576879910226,40,5.580378582603743
CAT-EAP,217,0.4070522871245351,Tinggi,62.49193482530168,64.09047998723561,20,1.5985451619339273
CAT-MLE,217,0.4070522871245351,Tinggi,62.49193482530168,64.78853009293401,20,2.296595267632327
RB-Prior,217,0.4070522871245351,Tinggi,62.49193482530168,51.10188438198658,40,-11.390050443315104
RB-NoPrior,217,0.4070522871245351,Tinggi,62.49193482530168,49.24956369982546,40,-13.242371125476225
CAT-EAP,218,-0.971656734541286,Sangat Rendah,34.00737956212792,32.04109874904463,20,-1.9662808130832943
CAT-MLE,218,-0.971656734541286,Sangat Rendah,34.00737956212792,39.17338199216013,21,5.166002430032208
RB-Prior,218,-0.971656734541286,Sangat Rendah,34.00737956212792,49.770561242499106,40,15.763181680371183
RB-NoPrior,218,-0.971656734541286,Sangat Rendah,34.00737956212792,45.76271186440677,33,11.755332302278845
CAT-EAP,219,-1.3796181647889305,Sangat Rendah,26.416127927203824,31.93582225719525,20,5.519694329991427
CAT-MLE,219,-1.3796181647889305,Sangat Rendah,26.416127927203824,23.807700004062234,22,-2.6084279231415906
RB-Prior,219,-1.3796181647889305,Sangat Rendah,26.416127927203824,45.854222907828756,36,19.438094980624932
RB-NoPrior,219,-1.3796181647889305,Sangat Rendah,26.416127927203824,47.20410065237649,35,20.787972725172665
CAT-EAP,220,-0.6267172245899651,Rendah,40.95390210778932,40.85261912819993,20,-0.10128297958938504
CAT-MLE,220,-0.6267172245899651,Rendah,40.95390210778932,38.12265082545085,20,-2.831251282338471
RB-Prior,220,-0.6267172245899651,Rendah,40.95390210778932,43.03882195448462,40,2.0849198466953
RB-NoPrior,220,-0.6267172245899651,Rendah,40.95390210778932,54.3859649122807,40,13.43206280449138
CAT-EAP,221,0.8623934723827588,Sangat Tinggi,71.2593402190918,70.084050853626,20,-1.175289365465801
CAT-MLE,221,0.8623934723827588,Sangat Tinggi,71.2593402190918,68.81462605173813,20,-2.4447141673536663
RB-Prior,221,0.8623934723827588,Sangat Tinggi,71.2593402190918,54.32135432135434,40,-16.937985897737455
RB-NoPrior,221,0.8623934723827588,Sangat Tinggi,71.2593402190918,82.54847645429362,20,11.289136235201823
CAT-EAP,222,0.9531250453760867,Sangat Tinggi,72.88942944975634,70.52086136396302,20,-2.3685680857933136
CAT-MLE,222,0.9531250453760867,Sangat Tinggi,72.88942944975634,74.44397919855736,20,1.5545497488010227
RB-Prior,222,0.9531250453760867,Sangat Tinggi,72.88942944975634,58.89996977938955,40,-13.989459670366784
RB-NoPrior,222,0.9531250453760867,Sangat Tinggi,72.88942944975634,87.0967741935484,20,14.207344743792063
CAT-EAP,223,0.513085420097293,Tinggi,64.60823186060335,67.208382431858,20,2.6001505712546447
CAT-MLE,223,0.513085420097293,Tinggi,64.60823186060335,72.7756796565887,20,8.167447795985339
RB-Prior,223,0.513085420097293,Tinggi,64.60823186060335,55.90925722649104,35,-8.69897463411231
RB-NoPrior,223,0.513085420097293,Tinggi,64.60823186060335,64.82997481108313,40,0.2217429504797792
CAT-EAP,224,0.7250957868479971,Tinggi,68.711153902653,75.45737401106014,21,6.746220108407144
CAT-MLE,224,0.7250957868479971,Tinggi,68.711153902653,65.27959237456882,20,-3.431561528084174
RB-Prior,224,0.7250957868479971,Tinggi,68.711153902653,61.16642958748222,40,-7.544724315170775
RB-NoPrior,224,0.7250957868479971,Tinggi,68.711153902653,65.88407923697726,20,-2.827074665675738
CAT-EAP,225,0.5161782871149584,Tinggi,64.66937603770448,67.29439400285663,20,2.6250179651521535
CAT-MLE,225,0.5161782871149584,Tinggi,64.66937603770448,62.0208207985643,20,-2.6485552391401797
RB-Prior,225,0.5161782871149584,Tinggi,64.66937603770448,54.68277945619338,40,-9.986596581511101
RB-NoPrior,225,0.5161782871149584,Tinggi,64.66937603770448,59.08936459395176,40,-5.580011443752724
CAT-EAP,226,-0.6414815952229522,Rendah,40.6496973955001,50.20359941799938,20,9.55390202249928
CAT-MLE,226,-0.6414815952229522,Rendah,40.6496973955001,49.08324137630629,20,8.433543980806192
RB-Prior,226,-0.6414815952229522,Rendah,40.6496973955001,48.938287989382886,40,8.288590593882788
RB-NoPrior,226,-0.6414815952229522,Rendah,40.6496973955001,45.71110285926478,40,5.061405463764679
CAT-EAP,227,0.43192254467394064,Tinggi,62.99167844946509,61.98219582159143,20,-1.009482627873659
CAT-MLE,227,0.43192254467394064,Tinggi,62.99167844946509,54.9344849241559,20,-8.057193525309188
RB-Prior,227,0.43192254467394064,Tinggi,62.99167844946509,57.068702290076324,40,-5.922976159388767
RB-NoPrior,227,0.43192254467394064,Tinggi,62.99167844946509,67.7045619116582,20,4.712883462193112
CAT-EAP,228,0.8004095252276823,Tinggi,70.12057488723656,67.5880038676447,20,-2.532571019591856
CAT-MLE,228,0.8004095252276823,Tinggi,70.12057488723656,74.02789761534461,20,3.9073227281080563
RB-Prior,228,0.8004095252276823,Tinggi,70.12057488723656,56.0160841323848,39,-14.10449075485176
RB-NoPrior,228,0.8004095252276823,Tinggi,70.12057488723656,63.8994668697639,20,-6.221108017472659
CAT-EAP,229,0.7542913298135743,Tinggi,69.26076439077468,74.5271144776389,20,5.266350086864222
CAT-MLE,229,0.7542913298135743,Tinggi,69.26076439077468,77.01124213034342,20,7.750477739568737
RB-Prior,229,0.7542913298135743,Tinggi,69.26076439077468,63.579136690647466,40,-5.6816277001272155
RB-NoPrior,229,0.7542913298135743,Tinggi,69.26076439077468,78.71740662438337,20,9.45664223360869
CAT-EAP,230,1.188913371474643,Sangat Tinggi,76.90095110849113,68.4079927636874,20,-8.492958344803725
CAT-MLE,230,1.188913371474643,Sangat Tinggi,76.90095110849113,83.80794022176207,24,6.906989113270939
RB-Prior,230,1.188913371474643,Sangat Tinggi,76.90095110849113,61.30322949414118,40,-15.59772161434995
RB-NoPrior,230,1.188913371474643,Sangat Tinggi,76.90095110849113,63.42694856421586,40,-13.474002544275265
CAT-EAP,231,0.7083038472010638,Tinggi,68.39323630367805,73.7200465177257,20,5.326810214047654
CAT-MLE,231,0.7083038472010638,Tinggi,68.39323630367805,67.20187513105247,20,-1.1913611726255766
RB-Prior,231,0.7083038472010638,Tinggi,68.39323630367805,64.2401392111369,40,-4.153097092541145
RB-NoPrior,231,0.7083038472010638,Tinggi,68.39323630367805,61.31595677050225,40,-7.077279533175805
CAT-EAP,232,0.3514482075415829,Tinggi,61.36777505419816,68.09021808268643,20,6.7224430284882715
CAT-MLE,232,0.3514482075415829,Tinggi,61.36777505419816,42.15549671568725,21,-19.212278338510913
RB-Prior,232,0.3514482075415829,Tinggi,61.36777505419816,57.07302169263673,40,-4.294753361561433
RB-NoPrior,232,0.3514482075415829,Tinggi,61.36777505419816,51.43251639627201,40,-9.935258657926155
CAT-EAP,233,1.0701502383164274,Sangat Tinggi,74.92278502347786,74.33871772499178,20,-0.584067298486076
CAT-MLE,233,1.0701502383164274,Sangat Tinggi,74.92278502347786,74.95794742343918,20,0.03516239996132242
RB-Prior,233,1.0701502383164274,Sangat Tinggi,74.92278502347786,58.29887773183699,40,-16.62390729164087
RB-NoPrior,233,1.0701502383164274,Sangat Tinggi,74.92278502347786,71.6053108026554,40,-3.3174742208224615
CAT-EAP,234,-0.026521259249060063,Sedang,53.53892196314367,55.00142458780538,20,1.4625026246617097
CAT-MLE,234,-0.026521259249060063,Sedang,53.53892196314367,52.53072093518374,21,-1.0082010279599345
RB-Prior,234,-0.026521259249060063,Sedang,53.53892196314367,54.028732042473465,40,0.4898100793297928
RB-NoPrior,234,-0.026521259249060063,Sedang,53.53892196314367,50.642857142857146,40,-2.896064820286526
CAT-EAP,235,-0.8818746512277178,Sangat Rendah,35.77839050190225,34.342668640541326,21,-1.4357218613609248
CAT-MLE,235,-0.8818746512277178,Sangat Rendah,35.77839050190225,23.3928171280852,21,-12.385573373817053
RB-Prior,235,-0.8818746512277178,Sangat Rendah,35.77839050190225,43.838862559241726,40,8.060472057339474
RB-NoPrior,235,-0.8818746512277178,Sangat Rendah,35.77839050190225,53.61488904795992,40,17.83649854605767
CAT-EAP,236,-0.16306696394376388,Sedang,50.664426927991876,54.88590785283218,20,4.221480924840307
CAT-MLE,236,-0.16306696394376388,Sedang,50.664426927991876,47.57433208626486,20,-3.0900948417270158
RB-Prior,236,-0.16306696394376388,Sedang,50.664426927991876,54.88326208484052,40,4.218835156848641
RB-NoPrior,236,-0.16306696394376388,Sedang,50.664426927991876,51.22644863135443,40,0.5620217033625536
CAT-EAP,237,-0.7449026448064491,Rendah,38.53365231187081,43.659394606412235,20,5.125742294541425
CAT-MLE,237,-0.7449026448064491,Rendah,38.53365231187081,47.51314265451095,20,8.97949034264014
RB-Prior,237,-0.7449026448064491,Rendah,38.53365231187081,50.59171597633138,36,12.058063664460569
RB-NoPrior,237,-0.7449026448064491,Rendah,38.53365231187081,44.43535188216038,37,5.901699570289573
CAT-EAP,238,-0.6751782749743815,Rendah,39.95729565530334,37.15423576747367,20,-2.8030598878296686
CAT-MLE,238,-0.6751782749743815,Rendah,39.95729565530334,49.572681694326285,22,9.615386039022944
RB-Prior,238,-0.6751782749743815,Rendah,39.95729565530334,52.195776064364715,40,12.238480409061374
RB-NoPrior,238,-0.6751782749743815,Rendah,39.95729565530334,44.19317746262938,40,4.235881807326038
CAT-EAP,239,-0.14451867071551783,Sedang,51.0554098835352,46.92983645763566,20,-4.125573425899539
CAT-MLE,239,-0.14451867071551783,Sedang,51.0554098835352,60.67114365344336,20,9.61573376990816
RB-Prior,239,-0.14451867071551783,Sedang,51.0554098835352,43.0366492146597,37,-8.018760668875501
RB-NoPrior,239,-0.14451867071551783,Sedang,51.0554098835352,56.75381263616559,40,5.698402752630393
CAT-EAP,240,-0.7924199209999613,Rendah,37.57116362281228,49.97053141451895,20,12.399367791706673
CAT-MLE,240,-0.7924199209999613,Rendah,37.57116362281228,51.510316267406594,20,13.939152644594316
RB-Prior,240,-0.7924199209999613,Rendah,37.57116362281228,46.192893401015226,40,8.621729778202948
RB-NoPrior,240,-0.7924199209999613,Rendah,37.57116362281228,56.35738831615117,40,18.786224693338895
CAT-EAP,241,-0.3079615296390403,Rendah,47.610326887604074,44.35068651585673,20,-3.259640371747345
CAT-MLE,241,-0.3079615296390403,Rendah,47.610326887604074,46.53795627371207,23,-1.072370613892005
RB-Prior,241,-0.3079615296390403,Rendah,47.610326887604074,48.48596750369277,36,0.8756406160886954
RB-NoPrior,241,-0.3079615296390403,Rendah,47.610326887604074,53.62213323625773,40,6.011806348653657
CAT-EAP,242,-1.8936146669537857,Sangat Rendah,18.256468609973943,21.29561289295358,20,3.0391442829796382
CAT-MLE,242,-1.8936146669537857,Sangat Rendah,18.256468609973943,22.497038878240136,22,4.240570268266193
RB-Prior,242,-1.8936146669537857,Sangat Rendah,18.256468609973943,36.193745232646805,40,17.93727662267286
RB-NoPrior,242,-1.8936146669537857,Sangat Rendah,18.256468609973943,36.903225806451594,40,18.64675719647765
CAT-EAP,243,0.21329370737293857,Sedang,58.538625405417235,62.96174986946834,20,4.4231244640511065
CAT-MLE,243,0.21329370737293857,Sedang,58.538625405417235,64.29407400080844,20,5.755448595391201
RB-Prior,243,0.21329370737293857,Sedang,58.538625405417235,52.19284603421462,40,-6.345779371202617
RB-NoPrior,243,0.21329370737293857,Sedang,58.538625405417235,52.47793618465717,40,-6.060689220760068
CAT-EAP,244,0.0012054753622242368,Sedang,54.12097618253784,61.09416500057302,20,6.973188818035183
CAT-MLE,244,0.0012054753622242368,Sedang,54.12097618253784,51.42794826558982,20,-2.6930279169480187
RB-Prior,244,0.0012054753622242368,Sedang,54.12097618253784,46.268184693232136,40,-7.852791489305702
RB-NoPrior,244,0.0012054753622242368,Sedang,54.12097618253784,63.415468856947285,40,9.294492674409447
CAT-EAP,245,-0.8170886310681906,Rendah,37.07417362065676,35.651473616136144,21,-1.422700004520614
CAT-MLE,245,-0.8170886310681906,Rendah,37.07417362065676,49.0225714397083,22,11.948397819051543
RB-Prior,245,-0.8170886310681906,Rendah,37.07417362065676,46.85039370078742,40,9.776220080130663
RB-NoPrior,245,-0.8170886310681906,Rendah,37.07417362065676,47.03614457831325,33,9.96197095765649
CAT-EAP,246,0.6592456684324051,Tinggi,67.45710994674991,72.71805910596457,20,5.260949159214661
CAT-MLE,246,0.6592456684324051,Tinggi,67.45710994674991,66.49576296875259,21,-0.9613469779973229
