method,student_id,theta,group_theta,true_score,estimated_score,items,error
CAT-MLE,417,0.006799844559997769,Sedang,54.23832210655147,61.32555001413345,22,7.087227907581976
RB-Prior,417,0.006799844559997769,Sedang,54.23832210655147,53.04145679969005,34,-1.1968653068614188
RB-NoPrior,417,0.006799844559997769,Sedang,54.23832210655147,58.48640705363703,20,4.248084947085559
CAT-EAP,418,-0.19003903500149447,Sedang,50.095761658936034,53.24420877973752,20,3.1484471208014853
CAT-MLE,418,-0.19003903500149447,Sedang,50.095761658936034,47.7892375872263,21,-2.306524071709731
RB-Prior,418,-0.19003903500149447,Sedang,50.095761658936034,54.44340505144996,40,4.347643392513923
RB-NoPrior,418,-0.19003903500149447,Sedang,50.095761658936034,58.96860986547085,20,8.872848206534819
CAT-EAP,419,-0.3574454228104272,Rendah,46.569124993398795,50.385804642447354,20,3.8166796490485595
CAT-MLE,419,-0.3574454228104272,Rendah,46.569124993398795,46.26686563053465,20,-0.3022593628641417
RB-Prior,419,-0.3574454228104272,Rendah,46.569124993398795,44.20485175202158,40,-2.3642732413772123
RB-NoPrior,419,-0.3574454228104272,Rendah,46.569124993398795,50.26158445440958,40,3.6924594610107846
CAT-EAP,420,-0.18039168176240783,Sedang,50.29917213201431,58.52279639828172,20,8.223624266267407
CAT-MLE,420,-0.18039168176240783,Sedang,50.29917213201431,55.951733551684626,20,5.652561419670313
RB-Prior,420,-0.18039168176240783,Sedang,50.29917213201431,55.11723111276517,34,4.818058980750855
RB-NoPrior,420,-0.18039168176240783,Sedang,50.29917213201431,46.11790079079799,40,-4.181271341216323
CAT-EAP,421,1.3728484746765302,Sangat Tinggi,79.78223505409122,85.27327897060296,21,5.491043916511742
CAT-MLE,421,1.3728484746765302,Sangat Tinggi,79.78223505409122,72.22766034295651,20,-7.5545747111347055
RB-Prior,421,1.3728484746765302,Sangat Tinggi,79.78223505409122,70.28885832187072,40,-9.493376732220497
RB-NoPrior,421,1.3728484746765302,Sangat Tinggi,79.78223505409122,82.80725319006045,20,3.0250181359692334
CAT-EAP,422,-2.211861911329507,Sangat Rendah,14.142967552850031,20.149112858284155,20,6.006145305434124
CAT-MLE,422,-2.211861911329507,Sangat Rendah,14.142967552850031,15.567074371224763,28,1.4241068183747316
RB-Prior,422,-2.211861911329507,Sangat Rendah,14.142967552850031,37.061403508771924,37,22.918435955921893
RB-NoPrior,422,-2.211861911329507,Sangat Rendah,14.142967552850031,33.51063829787235,34,19.367670745022316
CAT-EAP,423,1.5334337012963255,Sangat Tinggi,82.1057124216469,83.39935652877482,20,1.2936441071279177
CAT-MLE,423,1.5334337012963255,Sangat Tinggi,82.1057124216469,81.66778299887673,20,-0.4379294227701678
RB-Prior,423,1.5334337012963255,Sangat Tinggi,82.1057124216469,66.15684093437152,40,-15.948871487275383
RB-NoPrior,423,1.5334337012963255,Sangat Tinggi,82.1057124216469,81.6408876933423,20,-0.4648247283046061
CAT-EAP,424,-1.423957152450145,Sangat Rendah,25.6445624108654,24.96035878535303,20,-0.6842036255123709
CAT-MLE,424,-1.423957152450145,Sangat Rendah,25.6445624108654,19.205479960880258,25,-6.439082449985143
RB-Prior,424,-1.423957152450145,Sangat Rendah,25.6445624108654,39.4923478910041,40,13.8477854801387
RB-NoPrior,424,-1.423957152450145,Sangat Rendah,25.6445624108654,42.39277652370201,36,16.74821411283661
CAT-EAP,425,-0.2666523292344148,Rendah,48.48056833994079,50.814238028156126,20,2.3336696882153376
CAT-MLE,425,-0.2666523292344148,Rendah,48.48056833994079,35.544013293737805,21,-12.936555046202983
RB-Prior,425,-0.2666523292344148,Rendah,48.48056833994079,50.40214477211797,40,1.9215764321771829
RB-NoPrior,425,-0.2666523292344148,Rendah,48.48056833994079,48.590021691973966,40,0.10945335203317796
CAT-EAP,426,-0.42924442029866183,Rendah,45.06203218120252,51.418632797324825,20,6.356600616122307
CAT-MLE,426,-0.42924442029866183,Rendah,45.06203218120252,49.35974331648593,20,4.297711135283414
RB-Prior,426,-0.42924442029866183,Rendah,45.06203218120252,47.965597088984474,40,2.9035649077819556
RB-NoPrior,426,-0.42924442029866183,Rendah,45.06203218120252,51.09890109890111,40,6.036868917698591
CAT-EAP,427,0.5885532697707198,Tinggi,66.08988975940701,66.7766198939157,20,0.6867301345086787
CAT-MLE,427,0.5885532697707198,Tinggi,66.08988975940701,65.46638699028661,22,-0.6235027691204067
RB-Prior,427,0.5885532697707198,Tinggi,66.08988975940701,53.1405472636816,40,-12.949342495725418
RB-NoPrior,427,0.5885532697707198,Tinggi,66.08988975940701,67.4116798846431,20,1.3217901252360917
CAT-EAP,428,-1.5981243518837476,Sangat Rendah,22.731659979848025,26.758261731741094,20,4.026601751893068
CAT-MLE,428,-1.5981243518837476,Sangat Rendah,22.731659979848025,22.506099028035678,20,-0.2255609518123478
RB-Prior,428,-1.5981243518837476,Sangat Rendah,22.731659979848025,45.90099009900988,39,23.169330119161856
RB-NoPrior,428,-1.5981243518837476,Sangat Rendah,22.731659979848025,34.199669966996694,40,11.468009987148669
CAT-EAP,429,0.46217266608194285,Tinggi,63.5968183050164,61.9246541956145,20,-1.6721641094018977
CAT-MLE,429,0.46217266608194285,Tinggi,63.5968183050164,60.35979006983311,22,-3.2370282351832884
RB-Prior,429,0.46217266608194285,Tinggi,63.5968183050164,55.80178516466604,40,-7.795033140350355
RB-NoPrior,429,0.46217266608194285,Tinggi,63.5968183050164,54.43609022556391,20,-9.16072807945249
CAT-EAP,430,2.0243096232868525,Sangat Tinggi,88.04674905329172,90.44583381459951,25,2.3990847613077904
CAT-MLE,430,2.0243096232868525,Sangat Tinggi,88.04674905329172,86.45077683880102,22,-1.5959722144907005
RB-Prior,430,2.0243096232868525,Sangat Tinggi,88.04674905329172,80.55025878507222,40,-7.496490268219503
RB-NoPrior,430,2.0243096232868525,Sangat Tinggi,88.04674905329172,79.07608695652173,20,-8.970662096769985
CAT-EAP,431,-1.3631740045928105,Sangat Rendah,26.705229794776503,28.07747978623032,20,1.3722499914538169
CAT-MLE,431,-1.3631740045928105,Sangat Rendah,26.705229794776503,28.746014951524195,21,2.040785156747692
RB-Prior,431,-1.3631740045928105,Sangat Rendah,26.705229794776503,44.67868072084327,40,17.973450926066764
RB-NoPrior,431,-1.3631740045928105,Sangat Rendah,26.705229794776503,43.96825396825395,40,17.263024173477444
CAT-EAP,432,0.18970616761039566,Sedang,58.051159654581696,49.305358634912885,20,-8.74580101966881
CAT-MLE,432,0.18970616761039566,Sedang,58.051159654581696,42.71802442785703,20,-15.333135226724664
RB-Prior,432,0.18970616761039566,Sedang,58.051159654581696,56.155143338954474,37,-1.8960163156272216
RB-NoPrior,432,0.18970616761039566,Sedang,58.051159654581696,55.57515878616795,40,-2.476000868413749
CAT-EAP,433,-0.6619821777966091,Rendah,40.22812962891248,41.119006646084856,20,0.8908770171723788
CAT-MLE,433,-0.6619821777966091,Rendah,40.22812962891248,41.854151595485625,20,1.6260219665731483
RB-Prior,433,-0.6619821777966091,Rendah,40.22812962891248,51.69712793733683,30,11.468998308424354
RB-NoPrior,433,-0.6619821777966091,Rendah,40.22812962891248,63.17321688500728,20,22.9450872560948
CAT-EAP,434,0.42588720619303577,Tinggi,62.87058529671289,63.35126235076445,20,0.48067705405156147
CAT-MLE,434,0.42588720619303577,Tinggi,62.87058529671289,67.10511207477781,20,4.234526778064918
RB-Prior,434,0.42588720619303577,Tinggi,62.87058529671289,54.8940149625935,40,-7.976570334119387
RB-NoPrior,434,0.42588720619303577,Tinggi,62.87058529671289,55.33783783783783,40,-7.532747458875058
CAT-EAP,435,0.01914777741575206,Sedang,54.49720850395708,49.95392105006346,20,-4.543287453893626
CAT-MLE,435,0.01914777741575206,Sedang,54.49720850395708,55.56651801859548,20,1.0693095146383982
RB-Prior,435,0.01914777741575206,Sedang,54.49720850395708,53.60469127285272,38,-0.8925172311043639
RB-NoPrior,435,0.01914777741575206,Sedang,54.49720850395708,66.6904422253923,20,12.19323372143522
CAT-EAP,436,-0.6414869090443096,Rendah,40.649587997904284,38.27004674588338,20,-2.379541252020907
CAT-MLE,436,-0.6414869090443096,Rendah,40.649587997904284,46.3700299765501,21,5.720441978645816
RB-Prior,436,-0.6414869090443096,Rendah,40.649587997904284,50.39696237487057,40,9.747374376966285
RB-NoPrior,436,-0.6414869090443096,Rendah,40.649587997904284,50.63341250989708,37,9.983824511992793
CAT-EAP,437,0.487872284871074,Tinggi,64.10849637154155,60.972604411138256,20,-3.135891960403292
CAT-MLE,437,0.487872284871074,Tinggi,64.10849637154155,61.70985965980415,20,-2.398636711737396
RB-Prior,437,0.487872284871074,Tinggi,64.10849637154155,57.347893915756636,40,-6.7606024557849125
RB-NoPrior,437,0.487872284871074,Tinggi,64.10849637154155,72.44973938942665,20,8.341243017885105
CAT-EAP,438,1.804348109786743,Sangat Tinggi,85.60198496479728,88.63006088058057,24,3.0280759157832904
CAT-MLE,438,1.804348109786743,Sangat Tinggi,85.60198496479728,87.92155286334793,31,2.3195678985506447
RB-Prior,438,1.804348109786743,Sangat Tinggi,85.60198496479728,74.51523545706372,40,-11.086749507733558
RB-NoPrior,438,1.804348109786743,Sangat Tinggi,85.60198496479728,81.33333333333333,20,-4.268651631463953
CAT-EAP,439,-0.19090379172729868,Sedang,50.077528257434636,43.98295511372052,20,-6.094573143714115
CAT-MLE,439,-0.19090379172729868,Sedang,50.077528257434636,59.496247158819926,20,9.41871890138529
RB-Prior,439,-0.19090379172729868,Sedang,50.077528257434636,53.84862091084029,40,3.7710926534056526
RB-NoPrior,439,-0.19090379172729868,Sedang,50.077528257434636,48.69305451829726,40,-1.384473739137377
CAT-EAP,440,0.7197579421481819,Tinggi,68.61023524616404,62.86415789459878,20,-5.746077351565255
CAT-MLE,440,0.7197579421481819,Tinggi,68.61023524616404,59.33174960200763,20,-9.278485644156405
RB-Prior,440,0.7197579421481819,Tinggi,68.61023524616404,60.731132075471706,40,-7.879103170692332
RB-NoPrior,440,0.7197579421481819,Tinggi,68.61023524616404,66.15705350938153,20,-2.4531817367825113
CAT-EAP,441,-1.2932729578711637,Sangat Rendah,27.951416783418242,27.446256749149544,20,-0.5051600342686982
CAT-MLE,441,-1.2932729578711637,Sangat Rendah,27.951416783418242,25.165118144095764,20,-2.786298639322478
RB-Prior,441,-1.2932729578711637,Sangat Rendah,27.951416783418242,45.62841530054645,40,17.676998517128208
RB-NoPrior,441,-1.2932729578711637,Sangat Rendah,27.951416783418242,40.195208518189865,38,12.243791734771623
CAT-EAP,442,-0.9564363768180087,Sangat Rendah,34.30545531189893,31.33270769817349,20,-2.972747613725442
CAT-MLE,442,-0.9564363768180087,Sangat Rendah,34.30545531189893,36.15323265375235,22,1.8477773418534156
RB-Prior,442,-0.9564363768180087,Sangat Rendah,34.30545531189893,44.584206848357795,40,10.278751536458863
RB-NoPrior,442,-0.9564363768180087,Sangat Rendah,34.30545531189893,64.4153957879448,20,30.10994047604587
CAT-EAP,443,0.47240627788037737,Tinggi,63.800841898264615,62.42629736569217,20,-1.3745445325724432
CAT-MLE,443,0.47240627788037737,Tinggi,63.800841898264615,65.10127311454396,21,1.3004312162793426
RB-Prior,443,0.47240627788037737,Tinggi,63.800841898264615,52.75689223057643,40,-11.043949667688182
RB-NoPrior,443,0.47240627788037737,Tinggi,63.800841898264615,72.7806309611152,20,8.979789062850578
CAT-EAP,444,1.484116028535965,Sangat Tinggi,81.41171982964663,81.15326957453613,20,-0.25845025511050324
CAT-MLE,444,1.484116028535965,Sangat Tinggi,81.41171982964663,75.65139575908815,20,-5.760324070558482
RB-Prior,444,1.484116028535965,Sangat Tinggi,81.41171982964663,73.6129905277402,40,-7.798729301906434
RB-NoPrior,444,1.484116028535965,Sangat Tinggi,81.41171982964663,78.46153846153847,20,-2.9501813681081615
CAT-EAP,445,0.35561334878566,Tinggi,61.452296876947024,64.73729852873514,20,3.2850016517881144
CAT-MLE,445,0.35561334878566,Tinggi,61.452296876947024,56.9981765948573,21,-4.454120282089725
RB-Prior,445,0.35561334878566,Tinggi,61.452296876947024,50.742574257425744,40,-10.70972261952128
RB-NoPrior,445,0.35561334878566,Tinggi,61.452296876947024,66.4543524416136,20,5.00205556466657
CAT-EAP,446,-0.31305803052315434,Rendah,47.50301817577112,47.11880722882719,20,-0.38421094694393076
CAT-MLE,446,-0.31305803052315434,Rendah,47.50301817577112,41.508776052044915,21,-5.9942421237262025
RB-Prior,446,-0.31305803052315434,Rendah,47.50301817577112,49.99999999999999,36,2.4969818242288753
RB-NoPrior,446,-0.31305803052315434,Rendah,47.50301817577112,59.86984815618223,20,12.366829980411111
CAT-EAP,447,-0.0007085945766459172,Sedang,54.08081962098269,45.847160775657464,20,-8.233658845325223
CAT-MLE,447,-0.0007085945766459172,Sedang,54.08081962098269,46.35445593425798,20,-7.72636368672471
RB-Prior,447,-0.0007085945766459172,Sedang,54.08081962098269,53.807106598984774,40,-0.2737130219979136
RB-NoPrior,447,-0.0007085945766459172,Sedang,54.08081962098269,55.58227413260049,40,1.5014545116178013
CAT-EAP,448,-1.2504077339697175,Sangat Rendah,28.729002042573548,37.62564420083665,20,8.896642158263106
CAT-MLE,448,-1.2504077339697175,Sangat Rendah,28.729002042573548,32.73236387491307,23,4.003361832339522
RB-Prior,448,-1.2504077339697175,Sangat Rendah,28.729002042573548,46.646646646646644,29,17.917644604073097
RB-NoPrior,448,-1.2504077339697175,Sangat Rendah,28.729002042573548,47.29913753971855,35,18.570135497145003
CAT-EAP,449,0.6045153263553668,Tinggi,66.40041571867863,63.84734986674072,20,-2.553065851937909
CAT-MLE,449,0.6045153263553668,Tinggi,66.40041571867863,70.41445532223169,21,4.0140396035530586
RB-Prior,449,0.6045153263553668,Tinggi,66.40041571867863,57.03340484216977,40,-9.367010876508857
RB-NoPrior,449,0.6045153263553668,Tinggi,66.40041571867863,81.92934782608695,20,15.528932107408323
CAT-EAP,450,0.8823330623234091,Sangat Tinggi,71.6214100530409,70.58367926018813,20,-1.03773079285277
CAT-MLE,450,0.8823330623234091,Sangat Tinggi,71.6214100530409,81.671292127827,20,10.049882074786098
RB-Prior,450,0.8823330623234091,Sangat Tinggi,71.6214100530409,61.21765601217654,40,-10.403754040864364
RB-NoPrior,450,0.8823330623234091,Sangat Tinggi,71.6214100530409,88.51674641148325,20,16.89533635844235
CAT-EAP,451,-0.45209033283308037,Rendah,44.58366064348691,44.39306860165223,20,-0.1905920418346767
CAT-MLE,451,-0.45209033283308037,Rendah,44.58366064348691,48.347781390464036,21,3.7641207469771274
RB-Prior,451,-0.45209033283308037,Rendah,44.58366064348691,50.423452768729646,40,5.839792125242738
RB-NoPrior,451,-0.45209033283308037,Rendah,44.58366064348691,50.084745762711854,34,5.501085119224946
CAT-EAP,452,-0.4700421477595015,Rendah,44.20823583885621,49.10589435711157,20,4.897658518255362
CAT-MLE,452,-0.4700421477595015,Rendah,44.20823583885621,55.0003314996774,21,10.79209566082119
RB-Prior,452,-0.4700421477595015,Rendah,44.20823583885621,50.68630733177102,40,6.4780714929148075
RB-NoPrior,452,-0.4700421477595015,Rendah,44.20823583885621,62.500000000000014,20,18.291764161143803
CAT-EAP,453,0.2658782296520485,Sedang,59.62098262045035,54.86617393824059,20,-4.754808682209756
CAT-MLE,453,0.2658782296520485,Sedang,59.62098262045035,59.16722290022531,22,-0.45375972022503674
RB-Prior,453,0.2658782296520485,Sedang,59.62098262045035,59.39919479715082,40,-0.22178782329952895
RB-NoPrior,453,0.2658782296520485,Sedang,59.62098262045035,55.31295487627366,40,-4.308027744176691
CAT-EAP,454,-0.4367197360405955,Rendah,44.90543595601707,35.292338598897004,20,-9.613097357120068
CAT-MLE,454,-0.4367197360405955,Rendah,44.90543595601707,35.09289270013618,21,-9.81254325588089
RB-Prior,454,-0.4367197360405955,Rendah,44.90543595601707,49.356579493565796,33,4.451143537548724
RB-NoPrior,454,-0.4367197360405955,Rendah,44.90543595601707,46.46950092421443,40,1.564064968197357
CAT-EAP,455,-0.06613261462582246,Sedang,52.70620043585016,49.632913643685484,20,-3.073286792164673
CAT-MLE,455,-0.06613261462582246,Sedang,52.70620043585016,47.50457579721438,20,-5.201624638635778
RB-Prior,455,-0.06613261462582246,Sedang,52.70620043585016,55.45485062101376,38,2.748650185163605
RB-NoPrior,455,-0.06613261462582246,Sedang,52.70620043585016,68.73156342182891,20,16.025362985978752
CAT-EAP,456,2.0997217891665154,Sangat Tinggi,88.80536318298383,82.71883998777972,20,-6.086523195204109
CAT-MLE,456,2.0997217891665154,Sangat Tinggi,88.80536318298383,86.49433994845054,30,-2.3110232345332804
RB-Prior,456,2.0997217891665154,Sangat Tinggi,88.80536318298383,91.92139737991268,25,3.116034196928851
RB-NoPrior,456,2.0997217891665154,Sangat Tinggi,88.80536318298383,89.8491083676269,20,1.0437451846430719
CAT-EAP,457,-0.24702570074599667,Rendah,48.89425294474339,44.457559416672254,20,-4.436693528071139
CAT-MLE,457,-0.24702570074599667,Rendah,48.89425294474339,62.99089581814297,20,14.096642873399574
RB-Prior,457,-0.24702570074599667,Rendah,48.89425294474339,48.88816219751471,40,-0.006090747228682858
RB-NoPrior,457,-0.24702570074599667,Rendah,48.89425294474339,51.644167532018,40,2.74991458727461
CAT-EAP,458,-0.3583401520212222,Rendah,46.55031491060531,55.30762275912462,20,8.75730784851931
CAT-MLE,458,-0.3583401520212222,Rendah,46.55031491060531,51.513405984116545,20,4.963091073511237
RB-Prior,458,-0.3583401520212222,Rendah,46.55031491060531,48.92018779342723,30,2.369872882821923
RB-NoPrior,458,-0.3583401520212222,Rendah,46.55031491060531,52.99474605954466,40,6.444431148939351
CAT-EAP,459,-0.6475418056351592,Rendah,40.52497553347173,34.26791284078669,20,-6.2570626926850395
CAT-MLE,459,-0.6475418056351592,Rendah,40.52497553347173,41.22694979716405,20,0.7019742636923212
RB-Prior,459,-0.6475418056351592,Rendah,40.52497553347173,47.292936536392986,38,6.767961002921254
RB-NoPrior,459,-0.6475418056351592,Rendah,40.52497553347173,47.87694974003464,36,7.3519742065629075
CAT-EAP,460,0.7441919714999368,Tinggi,69.07109902397576,78.78785061524299,20,9.716751591267226
CAT-MLE,460,0.7441919714999368,Tinggi,69.07109902397576,69.07049197881206,20,-0.0006070451637043561
RB-Prior,460,0.7441919714999368,Tinggi,69.07109902397576,55.09374999999999,40,-13.97734902397577
RB-NoPrior,460,0.7441919714999368,Tinggi,69.07109902397576,61.13989637305701,40,-7.931202650918749
CAT-EAP,461,-0.181224173218103,Sedang,50.281619745214925,51.48082353746711,20,1.1992037922521845
CAT-MLE,461,-0.181224173218103,Sedang,50.281619745214925,52.29301536153807,22,2.011395616323142
RB-Prior,461,-0.181224173218103,Sedang,50.281619745214925,58.42237586423632,40,8.140756119021397
RB-NoPrior,461,-0.181224173218103,Sedang,50.281619745214925,51.378254211332326,39,1.0966344661174006
CAT-EAP,462,-0.649373038321426,Rendah,40.48730454744586,45.232754744822216,20,4.745450197376357
CAT-MLE,462,-0.649373038321426,Rendah,40.48730454744586,35.41150276088977,23,-5.075801786556092
RB-Prior,462,-0.649373038321426,Rendah,40.48730454744586,50.32341526520052,31,9.836110717754664
RB-NoPrior,462,-0.649373038321426,Rendah,40.48730454744586,54.89840348330914,40,14.41109893586328
CAT-EAP,463,1.321304032273012,Sangat Tinggi,78.99796714089602,77.18830234258837,20,-1.8096647983076508
CAT-MLE,463,1.321304032273012,Sangat Tinggi,78.99796714089602,79.02299226319545,20,0.025025122299425107
RB-Prior,463,1.321304032273012,Sangat Tinggi,78.99796714089602,67.23321259403734,40,-11.764754546858683
RB-NoPrior,463,1.321304032273012,Sangat Tinggi,78.99796714089602,72.15363511659808,20,-6.844332024297941
CAT-EAP,464,1.4196030045136372,Sangat Tinggi,80.47761025479662,69.91304918946028,20,-10.564561065336335
CAT-MLE,464,1.4196030045136372,Sangat Tinggi,80.47761025479662,83.10776784839265,24,2.6301575935960386
RB-Prior,464,1.4196030045136372,Sangat Tinggi,80.47761025479662,67.08896396396398,40,-13.38864629083264
RB-NoPrior,464,1.4196030045136372,Sangat Tinggi,80.47761025479662,82.20396988364134,20,1.726359628844719
CAT-EAP,465,-0.6004235657387051,Rendah,41.49683130596312,36.616825550436054,20,-4.8800057555270655
CAT-MLE,465,-0.6004235657387051,Rendah,41.49683130596312,37.589300563831465,20,-3.907530742131655
RB-Prior,465,-0.6004235657387051,Rendah,41.49683130596312,44.1128238766809,40,2.615992570717779
RB-NoPrior,465,-0.6004235657387051,Rendah,41.49683130596312,47.89315274642589,40,6.396321440462771
CAT-EAP,466,-1.8665399513606162,Sangat Rendah,18.64075824259677,16.87106098960846,21,-1.769697252988312
CAT-MLE,466,-1.8665399513606162,Sangat Rendah,18.64075824259677,19.26946694186144,29,0.6287086992646707
RB-Prior,466,-1.8665399513606162,Sangat Rendah,18.64075824259677,40.89128305582762,32,22.25052481323085
RB-NoPrior,466,-1.8665399513606162,Sangat Rendah,18.64075824259677,29.10798122065727,40,10.467222978060498
CAT-EAP,467,1.0075136898369221,Sangat Tinggi,73.84446409224185,72.60783005584143,20,-1.2366340364004174
CAT-MLE,467,1.0075136898369221,Sangat Tinggi,73.84446409224185,75.01130537389398,21,1.1668412816521254
RB-Prior,467,1.0075136898369221,Sangat Tinggi,73.84446409224185,56.48535564853557,40,-17.359108443706283
RB-NoPrior,467,1.0075136898369221,Sangat Tinggi,73.84446409224185,79.38144329896907,20,5.536979206727224
CAT-EAP,468,-0.684629825760004,Rendah,39.76357547653519,31.665071536924284,20,-8.098503939610904
CAT-MLE,468,-0.684629825760004,Rendah,39.76357547653519,47.0510859975039,20,7.287510520968709
RB-Prior,468,-0.684629825760004,Rendah,39.76357547653519,44.41906005221933,40,4.655484575684142
RB-NoPrior,468,-0.684629825760004,Rendah,39.76357547653519,45.61229548834901,32,5.848720011813825
CAT-EAP,469,0.7906255991627686,Tinggi,69.93904146255933,67.62618248709809,20,-2.312858975461239
CAT-MLE,469,0.7906255991627686,Tinggi,69.93904146255933,66.50947889537136,21,-3.429562567187972
RB-Prior,469,0.7906255991627686,Tinggi,69.93904146255933,63.22360953461975,40,-6.7154319279395835
RB-NoPrior,469,0.7906255991627686,Tinggi,69.93904146255933,60.49844236760125,40,-9.440599094958081
CAT-EAP,470,-1.9701038177118355,Sangat Rendah,17.19968378533812,19.66127832800498,20,2.461594542666859
CAT-MLE,470,-1.9701038177118355,Sangat Rendah,17.19968378533812,24.577737038538004,20,7.378053253199884
RB-Prior,470,-1.9701038177118355,Sangat Rendah,17.19968378533812,31.52914458743375,40,14.329460802095628
RB-NoPrior,470,-1.9701038177118355,Sangat Rendah,17.19968378533812,29.184756391702834,37,11.985072606364714
CAT-EAP,471,0.8925973382993092,Sangat Tinggi,71.80696337455508,69.54166624333787,20,-2.26529713121721
CAT-MLE,471,0.8925973382993092,Sangat Tinggi,71.80696337455508,72.97050766576648,20,1.1635442912113945
RB-Prior,471,0.8925973382993092,Sangat Tinggi,71.80696337455508,59.92949471210341,40,-11.877468662451669
RB-NoPrior,471,0.8925973382993092,Sangat Tinggi,71.80696337455508,58.01011804384485,40,-13.796845330710234
CAT-EAP,472,-1.2111719292807812,Sangat Rendah,29.449314716541707,32.90324928595537,22,3.4539345694136614
CAT-MLE,472,-1.2111719292807812,Sangat Rendah,29.449314716541707,32.80186716905536,20,3.352552452513656
RB-Prior,472,-1.2111719292807812,Sangat Rendah,29.449314716541707,41.60341555977228,31,12.154100843230573
RB-NoPrior,472,-1.2111719292807812,Sangat Rendah,29.449314716541707,51.39968895800934,40,21.950374241467635
CAT-EAP,473,0.7307641190665245,Tinggi,68.81817544927537,60.367395215213726,20,-8.450780234061646
CAT-MLE,473,0.7307641190665245,Tinggi,68.81817544927537,77.63290246075815,20,8.814727011482773
RB-Prior,473,0.7307641190665245,Tinggi,68.81817544927537,60.82143897465776,40,-7.996736474617613
RB-NoPrior,473,0.7307641190665245,Tinggi,68.81817544927537,55.208333333333336,40,-13.609842115942037
CAT-EAP,474,0.014273067836434106,Sedang,54.39502568860396,54.04836828072206,20,-0.34665740788189936
CAT-MLE,474,0.014273067836434106,Sedang,54.39502568860396,61.38448720368347,20,6.989461515079512
RB-Prior,474,0.014273067836434106,Sedang,54.39502568860396,52.29566916313905,40,-2.0993565254649056
RB-NoPrior,474,0.014273067836434106,Sedang,54.39502568860396,57.85153461812992,40,3.4565089295259597
CAT-EAP,475,-0.9539394193966448,Sangat Rendah,34.354442505623545,40.29995905460639,20,5.9455165489828445
CAT-MLE,475,-0.9539394193966448,Sangat Rendah,34.354442505623545,29.854059058271197,20,-4.500383447352348
RB-Prior,475,-0.9539394193966448,Sangat Rendah,34.354442505623545,46.21848739495796,34,11.864044889334416
RB-NoPrior,475,-0.9539394193966448,Sangat Rendah,34.354442505623545,48.01915542011319,36,13.664712914489641
CAT-EAP,476,-0.4070363129267805,Rendah,45.52763494056755,38.06774182902468,20,-7.459893111542868
CAT-MLE,476,-0.4070363129267805,Rendah,45.52763494056755,47.178369854817554,21,1.6507349142500019
RB-Prior,476,-0.4070363129267805,Rendah,45.52763494056755,59.514731369150795,40,13.987096428583243
RB-NoPrior,476,-0.4070363129267805,Rendah,45.52763494056755,54.99621498864498,40,9.468580048077428
CAT-EAP,477,0.6863184569567008,Tinggi,67.97504255575018,61.95473213355322,20,-6.020310422196957
CAT-MLE,477,0.6863184569567008,Tinggi,67.97504255575018,68.99250065563797,22,1.01745809988779
RB-Prior,477,0.6863184569567008,Tinggi,67.97504255575018,54.07294832826748,40,-13.9020942274827
RB-NoPrior,477,0.6863184569567008,Tinggi,67.97504255575018,89.1891891891892,20,21.214146633439015
CAT-EAP,478,0.10589445311523424,Sedang,56.31049723801369,50.16132278862748,20,-6.149174449386209
CAT-MLE,478,0.10589445311523424,Sedang,56.31049723801369,56.70323272530392,20,0.39273548729023133
RB-Prior,478,0.10589445311523424,Sedang,56.31049723801369,51.931649331352155,35,-4.378847906661534
RB-NoPrior,478,0.10589445311523424,Sedang,56.31049723801369,66.64285714285715,20,10.332359904843464
CAT-EAP,479,0.5844129804724842,Tinggi,66.00917680935083,67.2041164141045,20,1.194939604753671
CAT-MLE,479,0.5844129804724842,Tinggi,66.00917680935083,67.43328377234704,20,1.4241069629962055
RB-Prior,479,0.5844129804724842,Tinggi,66.00917680935083,55.453392517438175,39,-10.555784291912659
RB-NoPrior,479,0.5844129804724842,Tinggi,66.00917680935083,54.21181405103112,40,-11.797362758319714
CAT-EAP,480,1.9764405845154855,Sangat Tinggi,87.54436917123267,78.74365184446502,20,-8.800717326767654
CAT-MLE,480,1.9764405845154855,Sangat Tinggi,87.54436917123267,92.84407188521396,34,5.29970271398129
RB-Prior,480,1.9764405845154855,Sangat Tinggi,87.54436917123267,93.09392265193371,20,5.549553480701036
RB-NoPrior,480,1.9764405845154855,Sangat Tinggi,87.54436917123267,93.26923076923076,20,5.7248615979980855
CAT-EAP,481,-1.5642416117110514,Sangat Rendah,23.28310147687138,18.024640317297575,20,-5.258461159573805
CAT-MLE,481,-1.5642416117110514,Sangat Rendah,23.28310147687138,24.20219082587516,22,0.9190893490037801
RB-Prior,481,-1.5642416117110514,Sangat Rendah,23.28310147687138,38.66513233601838,40,15.382030859147001
RB-NoPrior,481,-1.5642416117110514,Sangat Rendah,23.28310147687138,32.76341948310141,40,9.480318006230029
CAT-EAP,482,1.617212574968624,Sangat Tinggi,83.24425778114504,80.71751338536447,20,-2.526744395780568
CAT-MLE,482,1.617212574968624,Sangat Tinggi,83.24425778114504,88.26584065451274,38,5.021582873367706
RB-Prior,482,1.617212574968624,Sangat Tinggi,83.24425778114504,72.82366071428572,40,-10.420597066859315
RB-NoPrior,482,1.617212574968624,Sangat Tinggi,83.24425778114504,83.36741649625085,20,0.12315871510581644
